seed_asv_reads	description	accession	identity_percentage	evalue	bitscore
ASV3486_18	Uncultured bacterium clone A11_BICF21 16S ribosomal RNA gene, partial sequence	JN813660	93.75	3.26548e-102	208.0
ASV3486_18	Uncultured bacterium clone C6_BICF21 16S ribosomal RNA gene, partial sequence	JN813677	93.39	1.51928e-100	205.0
ASV3486_18	Uncultured bacterium clone Mus-67 16S ribosomal RNA gene, partial sequence	JN858952	92.97	7.06853e-99	202.0
ASV3486_18	Uncultured bacterium clone wt4-4 16S ribosomal RNA gene, partial sequence	JN639323	92.97	7.06853e-99	202.0
ASV3486_18	Uncultured candidate division OD1 bacterium 16S rRNA gene, clone HG310	FN646724	92.19	1.53007e-95	196.0
ASV3486_18	Uncultured bacterium clone OTU143344_AL242_68686 16S ribosomal RNA gene, partial sequence	KP920932	93.06	1.97927e-94	194.0
ASV3486_18	Uncultured bacterium clone EzyYy293 16S ribosomal RNA gene, partial sequence	KX172465	91.80	7.11871e-94	193.0
ASV3486_18	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237333726|emb|OW749291.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539139	92.65	9.20864e-93	191.0
ASV3486_18	Uncultured bacterium clone wt3-31 16S ribosomal RNA gene, partial sequence	JN639313	91.02	1.54093e-90	187.0
ASV3486_18	Uncultured bacterium clone CP_Otu3834 16S ribosomal RNA gene, partial sequence	KY278974	90.20	9.33986e-83	173.0
ASV3487_18	Uncultured bacterium clone W022h11_13648 16S ribosomal RNA gene, partial sequence	JQ385554	100.00	3.10901e-127	253.0
ASV3487_18	Uncultured bacterium clone W031f9_13814 16S ribosomal RNA gene, partial sequence	JQ385468	100.00	3.10901e-127	253.0
ASV3487_18	Uncultured bacterium clone 1.1G_97834 16S ribosomal RNA gene, partial sequence	KU156128	100.00	1.87114e-124	248.0
ASV3487_18	Uncultured bacterium clone OTU_5957 16S ribosomal RNA gene, partial sequence >gi|1002688174|gb|KU107852.1| Uncultured bacterium clone 10808 16S ribosomal RNA gene, partial sequence	KU327199	100.00	8.70558e-123	245.0
ASV3487_18	Uncultured bacterium clone OTU15522_AL205_3006485 16S ribosomal RNA gene, partial sequence	KP922635	99.18	1.88443e-119	239.0
ASV3487_18	Uncultured prokaryote gene for urease, partial sequence, 16S_OTU:16316	LC303249	98.78	8.76739e-118	236.0
ASV3487_18	uncultured bacterium partial 16S rRNA gene	LR983149	97.62	1.13413e-116	234.0
ASV3487_18	uncultured bacterium partial 16S rRNA gene	LR977950	97.62	1.13413e-116	234.0
ASV3487_18	uncultured bacterium partial 16S rRNA gene	LR972905	97.62	1.13413e-116	234.0
ASV3487_18	uncultured bacterium partial 16S rRNA gene	LR967849	97.62	1.13413e-116	234.0
ASV3487_18	Uncultured organism clone 11052 16S ribosomal RNA gene, partial sequence	KX570504	98.35	5.27661e-115	231.0
ASV3487_18	Uncultured bacterium clone CYCD4 16S ribosomal RNA gene, partial sequence	JX435422	97.18	8.82963e-113	227.0
ASV3487_18	Uncultured bacterium clone OTU_6075 16S ribosomal RNA gene, partial sequence	MH529723	96.05	1.47751e-110	223.0
ASV3487_18	Uncultured bacterium clone OTU_5986 16S ribosomal RNA gene, partial sequence	MH529634	96.05	1.47751e-110	223.0
ASV3487_18	Uncultured prokaryote gene for urease, partial sequence, 16S_OTU:7546	LC294884	96.73	1.91128e-109	221.0
ASV3487_18	Uncultured soil bacterium clone S03 16S ribosomal RNA gene, partial sequence	AF507684	95.65	6.87418e-109	220.0
ASV3487_18	uncultured bacterium partial 16S rRNA gene	LR983262	95.63	2.4724e-108	219.0
ASV3487_18	uncultured bacterium partial 16S rRNA gene	LR978063	95.63	2.4724e-108	219.0
ASV3487_18	uncultured bacterium partial 16S rRNA gene	LR973018	95.63	2.4724e-108	219.0
ASV3487_18	uncultured bacterium partial 16S rRNA gene	LR967962	95.63	2.4724e-108	219.0
ASV3487_18	Uncultured prokaryote gene for urease, partial sequence, 16S_OTU:15117	LC302112	96.33	8.89232e-108	218.0
ASV3487_18	Uncultured bacterium clone OTU_30341 16S ribosomal RNA gene, partial sequence	KU335214	96.33	8.89232e-108	218.0
ASV3487_18	Uncultured bacterium clone OTU_6205 16S ribosomal RNA gene, partial sequence	MH529853	95.26	3.19825e-107	217.0
ASV3487_18	Uncultured bacterium clone OTU_6057 16S ribosomal RNA gene, partial sequence	MH529705	95.26	3.19825e-107	217.0
ASV3487_18	uncultured Bacterium partial 16S rRNA gene	OV291174	95.24	1.15029e-106	216.0
ASV3487_18	Uncultured prokaryote gene for urease, partial sequence, 16S_OTU:3874	LC291396	95.92	4.13719e-106	215.0
ASV3487_18	Uncultured bacterium clone OTU_15855 16S ribosomal RNA gene, partial sequence	KU336856	95.92	4.13719e-106	215.0
ASV3487_18	Uncultured bacterium clone OTU78203_AL188_420421 16S ribosomal RNA gene, partial sequence	KP935141	95.51	1.92485e-104	212.0
ASV3487_18	Uncultured bacterium clone 1476 16S ribosomal RNA gene, partial sequence	KY691879	94.47	6.92299e-104	211.0
ASV3487_18	Uncultured organism clone 5810 16S ribosomal RNA gene, partial sequence	KX565263	95.51	6.92299e-104	211.0
ASV3487_18	Uncultured prokaryote gene for urease, partial sequence, 16S_OTU:9954	LC297164	95.10	8.95545e-103	209.0
ASV3487_18	Uncultured prokaryote gene for urease, partial sequence, 16S_OTU:6800	LC294183	95.10	8.95545e-103	209.0
ASV3487_18	Uncultured bacterium clone 12529 16S ribosomal RNA gene, partial sequence	KU109425	95.10	8.95545e-103	209.0
ASV3487_18	Uncultured bacterium clone 10246 16S ribosomal RNA gene, partial sequence	KU107344	95.10	8.95545e-103	209.0
ASV3487_18	Uncultured bacterium clone OTU_19582 16S ribosomal RNA gene, partial sequence	KU337618	95.10	8.95545e-103	209.0
ASV3487_18	Uncultured bacterium clone OTU113863_AL205_2074818 16S ribosomal RNA gene, partial sequence	KP916777	94.69	4.16657e-101	206.0
ASV3487_18	Uncultured bacterium clone 847 16S ribosomal RNA gene, partial sequence	KY691290	93.68	1.49856e-100	205.0
ASV3487_18	uncultured Bacterium partial 16S rRNA gene	OV287062	93.65	5.38979e-100	204.0
ASV3487_18	uncultured Bacterium partial 16S rRNA gene	OV286512	93.65	5.38979e-100	204.0
ASV3487_18	Uncultured bacterium clone cafs382 16S ribosomal RNA gene, partial sequence	MF439583	93.28	6.97214e-99	202.0
ASV3487_18	Uncultured bacterium clone OTU_6198 16S ribosomal RNA gene, partial sequence	MH529846	93.31	6.97214e-99	202.0
ASV3487_18	Uncultured prokaryote 16S_OTU:10484 gene for 16S rRNA, partial sequence	LC390968	93.88	3.24382e-97	199.0
ASV3487_18	Uncultured bacterium clone OTU_4125 16S ribosomal RNA gene, partial sequence	MH527773	92.89	3.24382e-97	199.0
ASV3487_18	Uncultured bacterium clone 26503 16S ribosomal RNA gene, partial sequence	KU122137	93.50	4.19615e-96	197.0
ASV3487_18	Uncultured bacterium clone OTU178227_AL223_1059918 16S ribosomal RNA gene, partial sequence	KP925795	93.50	4.19615e-96	197.0
ASV3487_18	Uncultured bacterium clone OTU15047_AL221_698322 16S ribosomal RNA gene, partial sequence	KP921956	93.50	4.19615e-96	197.0
ASV3487_18	Uncultured bacterium clone OTU_6216 16S ribosomal RNA gene, partial sequence	MH529864	92.49	1.5092e-95	196.0
ASV3487_18	Uncultured bacterium clone OTU_6037 16S ribosomal RNA gene, partial sequence	MH529685	92.49	1.5092e-95	196.0
ASV3487_18	Uncultured bacterium clone 763 16S ribosomal RNA gene, partial sequence	KY691209	92.49	1.5092e-95	196.0
ASV3487_18	uncultured bacterium partial 16S rRNA gene	LR979071	92.46	5.42806e-95	195.0
ASV3488_17	Ralstonia insidiosa strain ATCC 49129 chromosome 2, complete sequence	CP016023	100.00	1.18886e-136	270.0
ASV3488_17	Ralstonia insidiosa strain 15-1563-3 chromosome 2, complete sequence	CP093304	98.15	2.5917e-128	255.0
ASV3488_17	Stenotrophomonas sp. 364 chromosome, complete genome	CP047135	100.00	0.0400119	28.0
ASV3488_17	Stenotrophomonas rhizophila strain DSM14405 genome	CP007597	100.00	0.0400119	28.0
ASV3489_17	Ralstonia insidiosa strain ATCC 49129 chromosome 1, complete sequence	CP016022	100.00	8.94375e-76	160.0
ASV3489_17	Ralstonia insidiosa strain FC1138 chromosome 1, complete sequence	CP012605	98.12	9.00724e-71	151.0
ASV3489_17	Burkholderia cenocepacia strain PC184 Mulks chromosome 1, complete sequence	CP021067	93.67	5.49821e-58	128.0
ASV3489_17	Burkholderia cenocepacia strain PS27 chromosome 2, complete sequence	CP060040	93.67	5.49821e-58	128.0
ASV3489_17	Ralstonia insidiosa strain 15-1563-3 chromosome 1, complete sequence	CP093303	93.59	7.11239e-57	126.0
ASV3489_17	Burkholderia cenocepacia strain FDAARGOS_734 chromosome 1, complete sequence	CP054817	93.04	2.55807e-56	125.0
ASV3489_17	Burkholderia cenocepacia strain VC12308 chromosome 2, complete sequence	CP019672	93.04	2.55807e-56	125.0
ASV3489_17	Burkholderia cenocepacia strain NML110041 chromosome 2, complete sequence	CP102476	93.04	2.55807e-56	125.0
ASV3489_17	Burkholderia cenocepacia strain 2019Y71443953II chromosome 2, complete sequence	CP090677	93.04	2.55807e-56	125.0
ASV3489_17	Burkholderia cenocepacia strain 2009Ycf95III chromosome 2, complete sequence	CP090761	93.04	2.55807e-56	125.0
ASV3489_17	Burkholderia cenocepacia strain 2008Ycf657 chromosome 2, complete sequence	CP090764	93.04	2.55807e-56	125.0
ASV3489_17	Burkholderia cenocepacia strain toggle3 chromosome 2, complete sequence	CP073704	93.04	2.55807e-56	125.0
ASV3489_17	Burkholderia cenocepacia strain toggle2 chromosome 2, complete sequence	CP073669	93.04	2.55807e-56	125.0
ASV3489_17	Burkholderia cenocepacia strain K56-2 chromosome 2, complete sequence	CP053301	93.04	2.55807e-56	125.0
ASV3489_17	Burkholderia cenocepacia J2315 chromosome 2, complete genome	AM747721	93.04	2.55807e-56	125.0
ASV3489_17	Burkholderia cenocepacia strain C6433 chromosome 1	CP098497	92.41	1.19015e-54	122.0
ASV3489_17	Burkholderia cenocepacia strain IST439 genome assembly, chromosome: 2	LR798194	92.41	1.19015e-54	122.0
ASV3489_17	Burkholderia multivorans strain P1Bm2009 chromosome 2, complete sequence	CP048461	91.77	5.53725e-53	119.0
ASV3489_17	Burkholderia multivorans strain P1Bm2011a chromosome 2, complete sequence	CP048458	91.77	5.53725e-53	119.0
ASV3489_17	Burkholderia multivorans strain P1Bm2011b chromosome 2, complete sequence	CP048455	91.77	5.53725e-53	119.0
ASV3489_17	Burkholderia multivorans strain P1Bm2012b chromosome 2, complete sequence	CP048452	91.77	5.53725e-53	119.0
ASV3489_17	Burkholderia multivorans strain P1Bm2014 chromosome 2, complete sequence	CP048449	91.77	5.53725e-53	119.0
ASV3489_17	Burkholderia multivorans strain P1Bm2015 chromosome 2, complete sequence	CP048446	91.77	5.53725e-53	119.0
ASV3489_17	Burkholderia multivorans strain P2Bm2011a chromosome 2, complete sequence	CP048442	91.77	5.53725e-53	119.0
ASV3489_17	Burkholderia multivorans strain FDAARGOS_622 chromosome 1, complete sequence	CP044056	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain FDAARGOS_623 chromosome 3, complete sequence	CP044055	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain FDAARGOS_246 chromosome 2, complete sequence	CP020398	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain AU1185 isolate AU1185 chromosome 2, complete sequence	CP013431	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans ATCC BAA-247 chromosome 2, complete sequence	CP009831	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain NML140411 chromosome 2, complete sequence	CP102473	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain 2020Y71628512IV chromosome 2, complete sequence	CP090672	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain 2019Y60005016V chromosome 2, complete sequence	CP090686	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain 2016Y70910410I chromosome 2, complete sequence	CP090702	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain 2016Y70888756VI chromosome 2, complete sequence	CP090705	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain 2016Y70836300 chromosome 2, complete sequence	CP090708	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain 2015Y70709107II chromosome 2, complete sequence	CP090710	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain 2015Y70629342III chromosome 2, complete sequence	CP090715	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain 2014Y70518672I chromosome 2, complete sequence	CP090725	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain 2014Y70439247 chromosome 2, complete sequence	CP090727	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain 2011Ycf521III chromosome 3, complete sequence	CP090735	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain 2010Ycf635 chromosome 2, complete sequence	CP090742	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain 2010Ycf576V chromosome 2, complete sequence	CP090745	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain 2010Ycf503 chromosome 2, complete sequence	CP090748	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain 2010Ycf41 chromosome 2, complete sequence	CP090754	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain 2010Ycf31III chromosome 2, complete sequence	CP090758	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain 2005Ycf971III chromosome 2, complete sequence	CP090778	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain 2004Ycf1069VI chromosome 2, complete sequence	CP090781	92.21	1.99155e-52	118.0
ASV3489_17	Burkholderia multivorans strain NML180963 chromosome 2, complete sequence	CP102459	92.11	2.57623e-51	116.0
ASV3489_17	Burkholderia multivorans strain 2020Y71669323 chromosome 2	CP090670	91.14	2.57623e-51	116.0
ASV3489_17	Burkholderia multivorans strain 2019Y71417852IX chromosome 2, complete sequence	CP090681	92.11	2.57623e-51	116.0
ASV3492_16	Uncultured bacterium clone OTU_5486 16S ribosomal RNA gene, partial sequence	MH529134	94.16	7.0187e-104	211.0
ASV3492_16	Uncultured bacterium clone T1-38 16S ribosomal RNA gene, partial sequence	JF502883	92.66	9.14372e-98	200.0
ASV3492_16	Uncultured bacterium clone ELA_111314_OTU_1671 16S ribosomal RNA gene, partial sequence	KY517200	92.61	3.28867e-97	199.0
ASV3492_16	Uncultured bacterium clone 652 16S ribosomal RNA gene, partial sequence	KY691106	91.41	3.31201e-92	190.0
ASV3492_16	Uncultured bacterium clone W031g6_13671 16S ribosomal RNA gene, partial sequence	JQ371158	91.41	3.31201e-92	190.0
ASV3492_16	Bacterium SCGC AAA018-G4 small subunit ribosomal RNA gene, partial sequence	HQ290495	91.09	4.28436e-91	188.0
ASV3492_16	Uncultured bacterium clone OTU_5940 16S ribosomal RNA gene, partial sequence	MH529588	91.02	1.54093e-90	187.0
ASV3492_16	Uncultured bacterium clone OTU_5800 16S ribosomal RNA gene, partial sequence	MH529448	91.02	1.54093e-90	187.0
ASV3492_16	Uncultured bacterium clone 1566 16S ribosomal RNA gene, partial sequence	KY691964	91.02	1.54093e-90	187.0
ASV3492_16	Uncultured bacterium clone 260 16S ribosomal RNA gene, partial sequence	KY690737	91.02	1.54093e-90	187.0
ASV3492_16	Uncultured bacterium clone OTU_6274 16S ribosomal RNA gene, partial sequence	KX973704	91.09	1.54093e-90	187.0
ASV3492_16	Candidatus Nomurabacteria bacterium GW2011_GWE2_31_40 16S ribosomal RNA gene, partial sequence	KX123668	91.05	1.54093e-90	187.0
ASV3492_16	Candidatus Nomurabacteria bacterium GW2011_GWE1_32_28 16S ribosomal RNA gene, partial sequence	KX123463	91.05	1.54093e-90	187.0
ASV3492_16	uncultured Bacterium partial 16S rRNA gene	OV291605	91.27	5.54217e-90	186.0
ASV3492_16	uncultured bacterium partial 16S rRNA gene	LR595239	90.66	7.16925e-89	184.0
ASV3492_16	Uncultured Parcubacteria group bacterium clone cafs1827 16S ribosomal RNA gene, partial sequence	MF439076	90.62	7.16925e-89	184.0
ASV3492_16	Uncultured bacterium clone OTU_5961 16S ribosomal RNA gene, partial sequence	MH529609	90.66	7.16925e-89	184.0
ASV3492_16	Uncultured bacterium clone 1070 16S ribosomal RNA gene, partial sequence	KY691498	90.62	7.16925e-89	184.0
ASV3492_16	Uncultured bacterium clone ELA_111314_OTU_1685 16S ribosomal RNA gene, partial sequence	KY517214	90.66	7.16925e-89	184.0
ASV3492_16	Candidatus Campbellbacteria bacterium GW2011_GWD1_35_49 16S ribosomal RNA gene, partial sequence >gi|1118703555|gb|KX123468.1| Candidatus Campbellbacteria bacterium GW2011_GWC2_35_28 16S ribosomal RNA gene, partial sequence >gi|1118703556|gb|KX123469.1| Candidatus Campbellbacteria bacterium GW2011_GWD2_35_24 16S ribosomal RNA gene, partial sequence >gi|1118703557|gb|KX123470.1| Candidatus Campbellbacteria bacterium GW2011_GWC1_35_31 16S ribosomal RNA gene, partial sequence	KX123467	90.62	7.16925e-89	184.0
ASV3492_16	Candidatus Campbellbacteria bacterium GW2011_OD1_34_28 16S ribosomal RNA gene, partial sequence	KX123315	90.62	7.16925e-89	184.0
ASV3492_16	Uncultured organism isolate 1210VA11 clone 10 16S ribosomal RNA gene, partial sequence	KT271156	91.20	7.16925e-89	184.0
ASV3492_16	Candidatus Campbellbacteria bacterium GW2011_OD1_34_28 chromosome, complete genome	CP011215	90.91	7.16925e-89	184.0
ASV3492_16	Uncultured bacterium clone W021c12_13664 16S ribosomal RNA gene, partial sequence	JQ374729	90.62	7.16925e-89	184.0
ASV3492_16	Uncultured prokaryote gene for urease, partial sequence, 16S_OTU:11301	LC298449	91.43	9.27401e-88	182.0
ASV3492_16	Uncultured bacterium clone cafs541 16S ribosomal RNA gene, partial sequence	MF439727	90.23	3.33553e-87	181.0
ASV3492_16	Uncultured bacterium clone cafs121 16S ribosomal RNA gene, partial sequence	MF439348	90.23	3.33553e-87	181.0
ASV3492_16	Uncultured bacterium clone OTU_5766 16S ribosomal RNA gene, partial sequence	MH529414	90.23	3.33553e-87	181.0
ASV3492_16	Uncultured microorganism clone 406 16S ribosomal RNA gene, partial sequence	MF042768	90.27	3.33553e-87	181.0
ASV3492_16	Uncultured bacterium clone 608 16S ribosomal RNA gene, partial sequence	KY691066	90.27	3.33553e-87	181.0
ASV3492_16	Uncultured organism isolate 1207VA11 clone 97n 16S ribosomal RNA gene, partial sequence	KT270972	90.80	3.33553e-87	181.0
ASV3492_16	Uncultured bacterium clone lp290 16S ribosomal RNA gene, partial sequence	KC331508	90.27	3.33553e-87	181.0
ASV3492_16	Uncultured bacterium clone P-R95 16S ribosomal RNA gene, partial sequence	JN038877	90.27	3.33553e-87	181.0
ASV3492_16	Uncultured candidate division OD1 bacterium clone Pav-OD12 16S ribosomal RNA gene, partial sequence	FJ482182	90.23	3.33553e-87	181.0
ASV3492_16	Uncultured bacterium clone OTU_7534 16S ribosomal RNA gene, partial sequence	KX974893	90.20	1.19967e-86	180.0
ASV3492_16	Uncultured bacterium clone OTU_5845 16S ribosomal RNA gene, partial sequence	KX973298	90.20	1.19967e-86	180.0
ASV3492_16	Uncultured bacterium clone OTU_4932 16S ribosomal RNA gene, partial sequence	KX972436	90.20	1.19967e-86	180.0
ASV3492_16	Uncultured prokaryote clone OTU_4992 16S ribosomal RNA gene, partial sequence	KT018120	91.02	4.31478e-86	179.0
ASV3492_16	Uncultured bacterium clone OTU_33374 16S ribosomal RNA gene, partial sequence	KU340512	91.02	4.31478e-86	179.0
ASV3492_16	Uncultured bacterium clone OTU139935_AL204_5203810 16S ribosomal RNA gene, partial sequence	KP920465	91.02	4.31478e-86	179.0
ASV3492_16	Uncultured bacterium clone cafs792 16S ribosomal RNA gene, partial sequence	MF439955	90.04	1.55187e-85	178.0
ASV3492_16	Parcubacteria group bacterium GW2011_GWF1_40_6 16S ribosomal RNA gene, partial sequence	KX123645	90.31	1.55187e-85	178.0
ASV3494_15	No Results
ASV3495_15	Uncultured bacterium partial 16S rRNA gene, isolate BACT_OTU_761	LT843370	97.25	1.46709e-115	232.0
ASV3495_15	Uncultured bacterium partial 16S rRNA gene, isolate BACT_OTU_970	LT843517	97.25	1.46709e-115	232.0
