taxa_query,found_taxa,rank,phylum,class,order,family,genus,worms_aphiaid,bold_id,gbif_key,ott_id,status,unacceptreason,is_synonym,flags,valid_authority,worms_sciname,tol_sciname,bold_taxon,gbif_sciname,freshwater_only,terrestrial_only
Leporinus octofasciatus,Leporinus octofasciatus,species,Chordata,Actinopteri,Characiformes,Anostomidae,Leporinus,1017153,200685,2355383,1037852,accepted,NA,FALSE,NA,"Steindachner, 1915",Leporinus octofasciatus,Leporinus octofasciatus,Leporinus octofasciatus,"Leporinus octofasciatus Steindachner, 1915",1,0
Leporinus paranensis,Leporinus paranensis,species,Chordata,Actinopteri,Characiformes,Anostomidae,Leporinus,1383846,200684,2355380,506610,accepted,NA,FALSE,NA,"Garavello & Britski, 1987",Leporinus paranensis,Leporinus paranensis,Leporinus paranensis,"Leporinus paranensis Garavello & Britski, 1987",1,0
Schizodon nasutus,Schizodon nasutus,species,Chordata,Actinopteri,Characiformes,Anostomidae,Schizodon,1021295,246510,5204596,469757,accepted,NA,FALSE,NA,"Kner, 1858",Schizodon nasutus,Schizodon nasutus,Schizodon nasutus,"Schizodon nasutus Kner, 1858",1,0
Glandulocauda melanopleura,Glandulocauda melanopleura,species,Chordata,Actinopteri,Characiformes,Characidae,Glandulocauda,1017724,495842,2353863,5845961,accepted,NA,FALSE,NA,"(Ellis, 1911)",Glandulocauda melanopleura,Glandulocauda melanopleura,Glandulocauda melanopleura,"Glandulocauda melanopleura (Ellis, 1911)",1,0
Oligosarcus paranensis,Oligosarcus paranensis,species,Chordata,Actinopteri,Characiformes,Characidae,Oligosarcus,1383801,246522,2353948,435765,accepted,NA,FALSE,NA,"Menezes & Géry, 1983",Oligosarcus paranensis,Oligosarcus paranensis,Oligosarcus paranensis,"Oligosarcus paranensis Menezes & Géry, 1983",1,0
Corydoras difluviatilis,Corydoras difluviatilis,species,Chordata,Actinopteri,Siluriformes,Callichthyidae,Corydoras,1009814,253799,2342680,841713,accepted,NA,FALSE,NA,"Britto & Castro, 2002",Corydoras difluviatilis,Corydoras difluviatilis,Corydoras difluviatilis,"Corydoras difluviatilis Britto & Castro, 2002",1,0
Mimagoniates microlepis,Mimagoniates microlepis,species,Chordata,Actinopteri,Characiformes,Characidae,Mimagoniates,1020221,228614,2353883,328348,accepted,NA,FALSE,NA,"(Steindachner, 1877)",Mimagoniates microlepis,Mimagoniates microlepis,Mimagoniates microlepis,"Mimagoniates microlepis (Steindachner, 1877)",1,0
Hyphessobrycon flammeus,Hyphessobrycon flammeus,species,Chordata,Actinopteri,Characiformes,Characidae,Hyphessobrycon,1016408,253702,2354538,3625077,accepted,NA,FALSE,NA,"Myers, 1924",Hyphessobrycon flammeus,Hyphessobrycon flammeus,Hyphessobrycon flammeus,"Hyphessobrycon flammeus Myers, 1924",1,0
Piabina anhembi,Piabina anhembi,species,Chordata,Actinopteri,Characiformes,Characidae,Piabina,1009622,246523,2353283,348325,accepted,NA,FALSE,NA,"da Silva & Kaefer, 2003",Piabina anhembi,Piabina anhembi,Piabina anhembi,"Piabina anhembi da Silva & Kaefer, 2003",1,0
Serrapinnus notomelas,Serrapinnus notomelas,species,Chordata,Actinopteri,Characiformes,Characidae,Serrapinnus,1017177,246527,2353318,199867,accepted,NA,FALSE,NA,"(Eigenmann, 1915)",Serrapinnus notomelas,Serrapinnus notomelas,Serrapinnus notomelas,"Serrapinnus notomelas (Eigenmann, 1915)",1,0
Serrapinnus,Serrapinnus,genus,Chordata,Actinopteri,Characiformes,Characidae,Serrapinnus,270880,246526,2353306,641495,accepted,NA,FALSE,NA,"Malabarba, 1998",Serrapinnus,Serrapinnus,Serrapinnus,"Serrapinnus Malabarba, 1998",1,0
Cyphocharax modestus,Cyphocharax modestus,species,Chordata,Actinopteri,Characiformes,Curimatidae,Cyphocharax,1525023,246531,2355100,167701,accepted,NA,FALSE,NA,"(Fernández-Yépez, 1948)",Cyphocharax modestus,Cyphocharax modestus,Cyphocharax modestus,"Cyphocharax modestus (Fernández-Yépez, 1948)",1,0
Cyphocharax,Cyphocharax,genus,Chordata,Actinopteri,Characiformes,Curimatidae,Cyphocharax,268928,48106,2355030,533487,accepted,NA,FALSE,sibling_higher,"Fowler, 1906",Cyphocharax,Cyphocharax,Cyphocharax,"Cyphocharax Fowler, 1906",1,0
Erythrinus erythrinus,Erythrinus erythrinus,species,Chordata,Actinopteri,Characiformes,Erythrinidae,Erythrinus,1020987,246534,2352207,183753,accepted,NA,FALSE,NA,"(Bloch & Schneider, 1801)",Erythrinus erythrinus,Erythrinus erythrinus,Erythrinus erythrinus,"Erythrinus erythrinus (Bloch & Schneider, 1801)",1,0
Creagrutus meridionalis,Creagrutus meridionalis,species,Chordata,Actinopteri,Characiformes,Characidae,Creagrutus,1010038,246539,2353687,348322,accepted,NA,FALSE,NA,"Vari & Harold, 2001",Creagrutus meridionalis,Creagrutus meridionalis,Creagrutus meridionalis,"Creagrutus meridionalis Vari & Harold, 2001",1,0
Leporinus microphthalmus,Leporinus microphthalmus,species,Chordata,Actinopteri,Characiformes,Anostomidae,Leporinus,1011504,200686,2355406,506608,accepted,NA,FALSE,NA,"Garavello, 1989",Leporinus microphthalmus,Leporinus microphthalmus,Leporinus microphthalmus,"Leporinus microphthalmus Garavello, 1989",1,0
Corydoras aeneus,Corydoras aeneus,species,Chordata,Actinopteri,Siluriformes,Callichthyidae,Corydoras,1014877,246551,2342606,841718,accepted,NA,FALSE,NA,"(Gill, 1858)",Corydoras aeneus,Corydoras aeneus,Corydoras aeneus,"Corydoras aeneus (Gill, 1858)",1,0
Corydoras flaveolus,Corydoras flaveolus,species,Chordata,Actinopteri,Siluriformes,Callichthyidae,Corydoras,1008544,246552,2342690,267117,accepted,NA,FALSE,NA,"Ihering, 1911",Corydoras flaveolus,Corydoras flaveolus,Corydoras flaveolus,"Corydoras flaveolus Ihering, 1911",1,0
Loricariichthys platymetopon,Loricariichthys platymetopon,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Loricariichthys,1012474,246558,2339173,319718,accepted,NA,FALSE,NA,"Isbrücker & Nijssen, 1979",Loricariichthys platymetopon,Loricariichthys platymetopon,Loricariichthys platymetopon,"Loricariichthys platymetopon Isbrücker & Nijssen, 1979",1,0
Pseudotocinclus tietensis,Pseudotocinclus tietensis,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Pseudotocinclus,1026851,199318,2340096,952540,accepted,NA,FALSE,NA,"(Ihering, 1907)",Pseudotocinclus tietensis,Pseudotocinclus tietensis,Pseudotocinclus tietensis,"Pseudotocinclus tietensis (Ihering, 1907)",1,1
Trichomycterus diabolus,Trichomycterus diabolus,species,Chordata,Actinopteri,Siluriformes,Trichomycteridae,Trichomycterus,1009444,246561,2343179,951726,accepted,NA,FALSE,NA,"Bockmann, Casatti & de Pinna, 2004",Trichomycterus diabolus,Trichomycterus diabolus,Trichomycterus diabolus,"Trichomycterus diabolus Bockmann, Casatti & de Pinna, 2004",1,0
Trichomycterus maracaya,Trichomycterus maracaya,species,Chordata,Actinopteri,Siluriformes,Trichomycteridae,Trichomycterus,1009521,246562,2343099,469719,accepted,NA,FALSE,NA,"Bockmann & Sazima, 2004",Trichomycterus maracaya,Trichomycterus maracaya,Trichomycterus maracaya,"Trichomycterus maracaya Bockmann & Sazima, 2004",1,0
Characidae,Characidae,family,Chordata,Actinopteri,Characiformes,Characidae,NA,151961,894,7201,701509,accepted,NA,FALSE,NA,"Latreille, 1825",Characidae,Characidae,Characidae,Characidae,1,0
Oligosarcus pintoi,Oligosarcus pintoi,species,Chordata,Actinopteri,Characiformes,Characidae,Oligosarcus,1013159,253691,2353958,3624795,accepted,NA,FALSE,NA,"Amaral Campos, 1945",Oligosarcus pintoi,Oligosarcus pintoi,Oligosarcus pintoi,"Oligosarcus pintoi Amaral Campos, 1945",1,0
Pseudocorynopoma heterandria,Pseudocorynopoma heterandria,species,Chordata,Actinopteri,Characiformes,Characidae,Pseudocorynopoma,1383169,253693,2354734,514233,accepted,NA,FALSE,NA,"Eigenmann, 1914",Pseudocorynopoma heterandria,Pseudocorynopoma heterandria,Pseudocorynopoma heterandria,"Pseudocorynopoma heterandria Eigenmann, 1914",1,0
Parodon nasus,Parodon nasus,species,Chordata,Actinopteri,Characiformes,Parodontidae,Parodon,1014416,253700,2354805,435767,accepted,NA,FALSE,NA,"Kner, 1859",Parodon nasus,Parodon nasus,Parodon nasus,"Parodon nasus Kner, 1859",1,0
Cyphocharax vanderi,Cyphocharax vanderi,species,Chordata,Actinopteri,Characiformes,Curimatidae,Cyphocharax,1012453,253703,2355090,167693,accepted,NA,FALSE,NA,"(Britski, 1980)",Cyphocharax vanderi,Cyphocharax vanderi,Cyphocharax vanderi,"Cyphocharax vanderi (Britski, 1980)",1,0
Rhaphiodon vulpinus,Rhaphiodon vulpinus,species,Chordata,Actinopteri,Characiformes,Cynodontidae,Rhaphiodon,1021215,253705,5204138,280773,accepted,NA,FALSE,NA,"Spix & Agassiz, 1829",Rhaphiodon vulpinus,Rhaphiodon vulpinus,Rhaphiodon vulpinus,"Rhaphiodon vulpinus Spix & Agassiz, 1829",1,0
Lophiobrycon weitzmani,Lophiobrycon weitzmani,species,Chordata,Actinopteri,Characiformes,Characidae,Lophiobrycon,1384297,253709,2354000,490867,accepted,NA,FALSE,NA,"Castro, Ribeiro, Benine & Melo, 2003",Lophiobrycon weitzmani,Lophiobrycon weitzmani,Lophiobrycon weitzmani,"Lophiobrycon weitzmani Castro, Ribeiro, Benine & Melo, 2003",1,0
Moenkhausia forestii,Moenkhausia forestii,species,Chordata,Actinopteri,Characiformes,Characidae,Moenkhausia,1008257,246543,2352547,319761,accepted,NA,FALSE,NA,"Benine, Mariguela & Oliveira, 2009",Moenkhausia forestii,Moenkhausia forestii,Moenkhausia forestii,"Moenkhausia forestii Benine, Mariguela & Oliveira, 2009",1,0
Characidium schubarti,Characidium schubarti,species,Chordata,Actinopteri,Characiformes,Crenuchidae,Characidium,1013520,253719,2352349,3624680,accepted,NA,FALSE,NA,"Travassos, 1955",Characidium schubarti,Characidium schubarti,Characidium schubarti,"Characidium schubarti Travassos, 1955",1,0
Chasmocranus brachynemus,Chasmocranus brachynemus,species,Chordata,Actinopteri,Siluriformes,Heptapteridae,Chasmocranus,1013912,750803,5961362,3624164,accepted,NA,FALSE,NA,"Gomes & Schubart, 1958",Chasmocranus brachynemus,Chasmocranus brachynemus,Chasmocranus brachynemus,"Chasmocranus brachynemus Gomes & Schubart, 1958",1,0
Imparfinis,Imparfinis,genus,Chordata,Actinopteri,Siluriformes,Heptapteridae,Imparfinis,269494,97757,2338706,297199,accepted,NA,FALSE,NA,"Eigenmann & Norris, 1900",Imparfinis,Imparfinis,Imparfinis,"Imparfinis Eigenmann & Norris, 1900",1,0
Rhamdiopsis microcephala,Rhamdiopsis microcephala,species,Chordata,Actinopteri,Siluriformes,Heptapteridae,Rhamdiopsis,1020413,253731,2343587,343324,accepted,NA,FALSE,NA,"(Lütken, 1874)",Rhamdiopsis microcephala,Rhamdiopsis microcephala,Rhamdiopsis microcephala,"Rhamdiopsis microcephala (Lütken, 1874)",1,0
Farlowella amazonum,Farlowella amazonum,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Farlowella,1014929,253732,2340417,167688,accepted,NA,FALSE,NA,"(Günther, 1864)",Farlowella amazonum,Farlowella amazonum,Farlowella amazonum,"Farlowella amazonum (Günther, 1864)",1,0
Harttia gracilis,Harttia gracilis,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Harttia,1011043,246555,5202428,167707,accepted,NA,FALSE,NA,"Oyakawa, 1993",Harttia gracilis,Harttia gracilis,Harttia gracilis,"Harttia gracilis Oyakawa, 1993",1,0
Tatia neivai,Tatia neivai,species,Chordata,Actinopteri,Siluriformes,Auchenipteridae,Tatia,1015899,253733,2344657,3623472,accepted,NA,FALSE,NA,"(Ihering, 1930)",Tatia neivai,Tatia neivai,Tatia neivai,"Tatia neivai (Ihering, 1930)",1,0
Corydoras ehrhardti,Corydoras ehrhardti,species,Chordata,Actinopteri,Siluriformes,Callichthyidae,Corydoras,1017735,253734,2342790,267114,accepted,NA,FALSE,NA,"Steindachner, 1910",Corydoras ehrhardti,Corydoras ehrhardti,Corydoras ehrhardti,"Corydoras ehrhardti Steindachner, 1910",1,0
Cetopsis gobioides,Cetopsis gobioides,species,Chordata,Actinopteri,Siluriformes,Cetopsidae,Cetopsis,1016277,253739,2338009,13190,accepted,NA,FALSE,NA,"Kner, 1858",Cetopsis gobioides,Cetopsis gobioides,Cetopsis gobioides,"Cetopsis gobioides Kner, 1858",1,0
Hypostomus albopunctatus,Hypostomus albopunctatus,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Hypostomus,1438502,253745,5202217,174957,accepted,NA,FALSE,NA,"(Regan, 1908)",Hypostomus albopunctatus,Hypostomus albopunctatus,Hypostomus albopunctatus,"Hypostomus albopunctatus (Regan, 1908)",1,0
Hypostomus brevis,Hypostomus brevis,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Hypostomus,1525716,253746,5202163,319738,accepted,NA,FALSE,NA,"(Nichols, 1919)",Hypostomus brevis,Hypostomus brevis,Hypostomus brevis,"Hypostomus brevis (Nichols, 1919)",1,0
Hypostomus hermanni,Hypostomus hermanni,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Hypostomus,1438498,253747,5202195,3622848,accepted,NA,FALSE,NA,"(Ihering, 1905)",Hypostomus hermanni,Hypostomus hermanni,Hypostomus hermanni,"Hypostomus hermanni (Ihering, 1905)",1,0
Hypostomus iheringii,Hypostomus iheringii,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Hypostomus,1438500,253748,5202159,319727,accepted,NA,FALSE,NA,"(Regan, 1908)",Hypostomus iheringii,Hypostomus iheringii,Hypostomus iheringii,"Hypostomus iheringii (Regan, 1908)",1,0
Hypostomus nigromaculatus,Hypostomus nigromaculatus,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Hypostomus,1524714,253749,5202185,567613,accepted,NA,FALSE,NA,"(Schubart, 1964)",Hypostomus nigromaculatus,Hypostomus nigromaculatus,Hypostomus nigromaculatus,"Hypostomus nigromaculatus (Schubart, 1964)",1,0
Hypostomus regani,Hypostomus regani,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Hypostomus,1313146,253751,5202125,698166,accepted,NA,FALSE,NA,"(Ihering, 1905)",Hypostomus regani,Hypostomus regani,Hypostomus regani,"Hypostomus regani (Ihering, 1905)",1,0
Hypostomus paulinus,Hypostomus paulinus,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Hypostomus,1438504,253750,5202243,3622851,accepted,NA,FALSE,NA,"(Ihering, 1905)",Hypostomus paulinus,Hypostomus paulinus,Hypostomus paulinus,"Hypostomus paulinus (Ihering, 1905)",1,0
Hypostomus heraldoi,Hypostomus heraldoi,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Hypostomus,1008411,253752,5202233,3622903,accepted,NA,FALSE,NA,"Zawadzki, Weber & Pavanelli, 2008",Hypostomus heraldoi,Hypostomus heraldoi,Hypostomus heraldoi,"Hypostomus heraldoi Zawadzki, Weber & Pavanelli, 2008",1,0
Hypostomus strigaticeps,Hypostomus strigaticeps,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Hypostomus,1312586,253753,5202266,205377,accepted,NA,FALSE,NA,"(Regan, 1908)",Hypostomus strigaticeps,Hypostomus strigaticeps,Hypostomus strigaticeps,"Hypostomus strigaticeps (Regan, 1908)",1,0
Hypostomus topavae,Hypostomus topavae,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Hypostomus,1524489,253755,5202273,319726,accepted,NA,FALSE,NA,"(Godoy, 1969)",Hypostomus topavae,Hypostomus topavae,Hypostomus topavae,"Hypostomus topavae (Godoy, 1969)",1,0
Isbrueckerichthys saxicola,Isbrueckerichthys saxicola,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Isbrueckerichthys,1008923,253759,2340486,440105,accepted,NA,FALSE,NA,"Jerep, Shibatta, Pereira & Oyakawa, 2006",Isbrueckerichthys saxicola,Isbrueckerichthys saxicola,Isbrueckerichthys saxicola,"Isbrueckerichthys saxicola Jerep, Shibatta, Pereira & Oyakawa, 2006",1,0
Rhinolekos britskii,Rhinolekos britskii,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Rhinolekos,1384598,462976,5961511,3623092,accepted,NA,FALSE,NA,"Martins, Langeani & Costa, 2011",Rhinolekos britskii,Rhinolekos britskii,Rhinolekos britskii,"Rhinolekos britskii Martins, Langeani & Costa, 2011",1,0
Neoplecostomus selenae,Neoplecostomus selenae,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Neoplecostomus,1008522,253762,2339407,856545,accepted,NA,FALSE,NA,"Zawadzki, Pavanelli & Langeani, 2008",Neoplecostomus selenae,Neoplecostomus selenae,Neoplecostomus selenae,"Neoplecostomus selenae Zawadzki, Pavanelli & Langeani, 2008",1,0
Hypophthalmus oremaculatus,Hypophthalmus oremaculatus,species,Chordata,Actinopteri,Siluriformes,Pimelodidae,Hypophthalmus,1014347,253769,5201975,319736,accepted,NA,FALSE,NA,"Nani & Fuster, 1947",Hypophthalmus oremaculatus,Hypophthalmus oremaculatus,Hypophthalmus oremaculatus,"Hypophthalmus oremaculatus Nani & Fuster, 1947",1,0
Iheringichthys labrosus,Iheringichthys labrosus,species,Chordata,Actinopteri,Siluriformes,Pimelodidae,Iheringichthys,1020411,253771,2338725,575783,accepted,NA,FALSE,NA,"(Lütken, 1874)",Iheringichthys labrosus,Iheringichthys labrosus,Iheringichthys labrosus,"Iheringichthys labrosus (Lütken, 1874)",1,0
Pseudoplatystoma reticulatum,Pseudoplatystoma reticulatum,species,Chordata,Actinopteri,Siluriformes,Pimelodidae,Pseudoplatystoma,1019693,269126,5851647,68406,accepted,NA,FALSE,NA,"Eigenmann & Eigenmann, 1889",Pseudoplatystoma reticulatum,Pseudoplatystoma reticulatum,Pseudoplatystoma reticulatum,"Pseudoplatystoma reticulatum Eigenmann & Eigenmann, 1889",1,0
Microglanis garavelloi,Microglanis garavelloi,species,Chordata,Actinopteri,Siluriformes,Pseudopimelodidae,Microglanis,1384354,201088,2344129,873171,accepted,NA,FALSE,NA,"Shibatta & Benine, 2005",Microglanis garavelloi,Microglanis garavelloi,Microglanis garavelloi,"Microglanis garavelloi Shibatta & Benine, 2005",1,0
Ituglanis,Ituglanis,genus,Chordata,Actinopteri,Siluriformes,Trichomycteridae,Ituglanis,269522,253778,2342894,3622258,accepted,NA,FALSE,sibling_higher,"Costa & Bockmann, 1993",Ituglanis,Ituglanis,Ituglanis,"Ituglanis Costa & Bockmann, 1993",1,0
Trichomycterus pauciradiatus,Trichomycterus pauciradiatus,species,Chordata,Actinopteri,Siluriformes,Trichomycteridae,Trichomycterus,1008973,253805,2343173,3622187,accepted,NA,FALSE,NA,"Alencar & Costa, 2006",Trichomycterus pauciradiatus,Trichomycterus pauciradiatus,Trichomycterus pauciradiatus,"Trichomycterus pauciradiatus Alencar & Costa, 2006",1,0
Trichomycterus mimonha,Trichomycterus mimonha,species,Chordata,Actinopteri,Siluriformes,Trichomycteridae,Trichomycterus,1011111,253786,2343184,3622164,accepted,NA,FALSE,NA,"Costa, 1992",Trichomycterus mimonha,Trichomycterus mimonha,Trichomycterus mimonha,"Trichomycterus mimonha Costa, 1992",1,0
Trichomycterus vermiculatus,Trichomycterus vermiculatus,species,Chordata,Actinopteri,Siluriformes,Trichomycteridae,Trichomycterus,1525772,253785,2342993,3622225,accepted,NA,FALSE,NA,"(Eigenmann, 1917)",Trichomycterus vermiculatus,Trichomycterus vermiculatus,Trichomycterus vermiculatus,"Trichomycterus vermiculatus (Eigenmann, 1917)",1,0
Auchenipterus osteomystax,Auchenipterus osteomystax,species,Chordata,Actinopteri,Siluriformes,Auchenipteridae,Auchenipterus,1421930,253790,2344574,3623536,accepted,NA,FALSE,NA,"(Miranda Ribeiro, 1918)",Auchenipterus osteomystax,Auchenipterus osteomystax,Auchenipterus osteomystax,"Auchenipterus osteomystax (Miranda Ribeiro, 1918)",1,0
Loricaria lentiginosa,Loricaria lentiginosa,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Loricaria,1524276,253791,5961504,3622722,accepted,NA,FALSE,NA,"Isbrücker, 1979",Loricaria lentiginosa,Loricaria lentiginosa,Loricaria lentiginosa,"Loricaria lentiginosa Isbrücker, 1979",1,0
Proloricaria prolixa,Proloricaria prolixa,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Proloricaria,1012626,253792,2340489,166899,accepted,NA,FALSE,NA,"(Isbrücker & Nijssen, 1978)",Proloricaria prolixa,Proloricaria prolixa,Proloricaria prolixa,"Proloricaria prolixa (Isbrücker & Nijssen, 1978)",1,0
Ancistrus cirrhosus,Ancistrus cirrhosus,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Ancistrus,1022573,253796,5961447,448077,accepted,NA,FALSE,NA,"(Valenciennes, 1836)",Ancistrus cirrhosus,Ancistrus cirrhosus,Ancistrus cirrhosus,"Ancistrus cirrhosus (Valenciennes, 1836)",1,0
Heptapterus multiradiatus,Heptapterus multiradiatus,species,Chordata,Actinopteri,Siluriformes,Heptapteridae,Heptapterus,1018269,253798,2343809,3624056,accepted,NA,FALSE,NA,"Ihering, 1907",Heptapterus multiradiatus,Heptapterus multiradiatus,Heptapterus multiradiatus,"Heptapterus multiradiatus Ihering, 1907",1,0
Hypostomus microstomus,Hypostomus microstomus,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Hypostomus,1011624,253806,5202186,410075,accepted,NA,FALSE,NA,"Weber, 1987",Hypostomus microstomus,Hypostomus microstomus,Hypostomus microstomus,"Hypostomus microstomus Weber, 1987",1,0
Hypostomus myersi,Hypostomus myersi,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Hypostomus,1525036,253807,5202190,410085,accepted,NA,FALSE,NA,"(Gosline, 1947)",Hypostomus myersi,Hypostomus myersi,Hypostomus myersi,"Hypostomus myersi (Gosline, 1947)",1,0
Hypostomus derbyi,Hypostomus derbyi,species,Chordata,Actinopteri,Siluriformes,Loricariidae,Hypostomus,1526015,253810,5202173,410063,accepted,NA,FALSE,NA,"(Haseman, 1911)",Hypostomus derbyi,Hypostomus derbyi,Hypostomus derbyi,"Hypostomus derbyi (Haseman, 1911)",1,0
Phalloceros harpagos,Phalloceros harpagos,species,Chordata,Actinopteri,Cyprinodontiformes,Poeciliidae,Phalloceros,1008468,345672,2350109,79037,accepted,NA,FALSE,NA,"Lucinda, 2008",Phalloceros harpagos,Phalloceros harpagos,Phalloceros harpagos,"Phalloceros harpagos Lucinda, 2008",1,0
Rhamphichthys hahni,Rhamphichthys hahni,species,Chordata,Actinopteri,Gymnotiformes,Rhamphichthyidae,Rhamphichthys,1015083,253821,2401942,469750,accepted,NA,FALSE,NA,"(Meinken, 1937)",Rhamphichthys hahni,Rhamphichthys hahni,Rhamphichthys hahni,"Rhamphichthys hahni (Meinken, 1937)",1,0
Astronotus crassipinnis,Astronotus crassipinnis,species,Chordata,Actinopteri,Cichliformes,Cichlidae,Astronotus,1022381,253822,2370240,932458,accepted,NA,FALSE,NA,"(Heckel, 1840)",Astronotus crassipinnis,Astronotus crassipinnis,Astronotus crassipinnis,"Astronotus crassipinnis (Heckel, 1840)",1,0
