species,phylum,class,obisgbif,hakaisample,verifiedbc
Margarites olivaceus,Mollusca,Gastropoda,1,0,0
Amphioplus (Amphioplus) macraspis,Echinodermata,Ophiuroidea,1,0,0
Campanularia crenata,Cnidaria,Hydrozoa,1,0,0
Lepas (Anatifa) pacifica,Arthropoda,Thecostraca,1,0,0
Myosoma spinosa,Entoprocta,0,1,0,0
Protohyale (Protohyale) frequens,Arthropoda,Malacostraca,1,0,0
Rathkea octopunctata,Cnidaria,Hydrozoa,1,0,0
Scoloplos (Scoloplos) armiger,Annelida,Polychaeta,1,0,0
Neognathophausia ingens,Arthropoda,Malacostraca,1,0,0
Pycnophyes ilyocryptus,Kinorhyncha,Allomalorhagida,1,0,0
Protohyale (Boreohyale) seticornis,Arthropoda,Malacostraca,1,0,0
Pleurobrachia pileus,Ctenophora,Tentaculata,1,0,0
Curtitoma trevelliana,Mollusca,Gastropoda,1,0,0
Sunamphitoe eoa,Arthropoda,Malacostraca,1,0,0
Urechis caupo,Annelida,Polychaeta,1,0,0
Schizopera knabeni,Arthropoda,Copepoda,1,0,0
Turbonilla stylina,Mollusca,Gastropoda,1,0,0
Enchytraeus kincaidi,Annelida,Clitellata,1,0,0
Metopa dawsoni,Arthropoda,Malacostraca,1,0,0
Pedicellina cernua,Entoprocta,0,1,0,0
Euchaetomeropsis pacifica,Arthropoda,Malacostraca,1,0,0
Plotohelmis tenuis,Annelida,Polychaeta,1,0,0
Amphiporus macracanthus,Nemertea,Hoplonemertea,1,0,0
Egmundella gracilis,Cnidaria,Hydrozoa,1,0,0
Enchytraeus multiannulatus,Annelida,Clitellata,1,0,0
Perotripus brevis,Arthropoda,Malacostraca,1,0,0
Nutricola ovalis,Mollusca,Bivalvia,1,0,0
Phoronis pallida,Phoronida,0,1,0,0
Tryphana malmii,Arthropoda,Malacostraca,1,0,0
Atrophia minuta,Arthropoda,Copepoda,1,0,0
Lottia instabilis,Mollusca,Gastropoda,1,1,1
Syllis cornuta,Annelida,Polychaeta,1,0,0
Ellisina levata,Bryozoa,Gymnolaemata,1,0,0
Chaperia patula,Bryozoa,Gymnolaemata,1,0,0
Orthopyxis integra,Cnidaria,Hydrozoa,1,0,0
Halecium washingtoni,Cnidaria,Hydrozoa,1,0,0
Alitta virens,Annelida,Polychaeta,1,0,0
Dicyemennea parva,Dicyemida,Rhombozoa,1,0,0
Anchicolurus occidentalis,Arthropoda,Malacostraca,1,0,0
Eudorellopsis integra,Arthropoda,Malacostraca,1,0,0
Majoxiphalus major,Arthropoda,Malacostraca,1,0,0
Pseudoamallothrix ovata,Arthropoda,Copepoda,1,0,0
Stylocheiron longicorne,Arthropoda,Malacostraca,1,0,0
Turbonilla castanea,Mollusca,Gastropoda,1,0,0
Pleustes (Catapleustes) victoriae,Arthropoda,Malacostraca,1,0,0
Hormiphora palmata,Ctenophora,Tentaculata,1,0,0
Halecium annulatum,Cnidaria,Hydrozoa,1,0,0
Caryophyllia (Caryophyllia) arnoldi,Cnidaria,Anthozoa,1,0,0
Pareucalanus attenuatus,Arthropoda,Copepoda,1,0,0
Siboglinum pusillum,Annelida,Polychaeta,1,0,0
Spiromoelleria quadrae,Mollusca,Gastropoda,1,0,0
Aphelochaeta tigrina,Annelida,Polychaeta,1,0,0
Eyakia robusta,Arthropoda,Malacostraca,1,0,0
Brachyscelus crusculum,Arthropoda,Malacostraca,1,0,0
Pseudopolydora paucibranchiata,Annelida,Polychaeta,1,0,0
Cerithiopsis tubercularis,Mollusca,Gastropoda,1,0,0
Nolella stipata,Bryozoa,Gymnolaemata,1,0,0
Dichonemertes hartmanae,Nemertea,Hoplonemertea,1,0,0
Aricidea (Aricidea) wassi,Annelida,Polychaeta,1,0,0
Abietinaria traski,Cnidaria,Hydrozoa,1,0,0
Agalma elegans,Cnidaria,Hydrozoa,1,0,0
Caesaromysis hispida,Arthropoda,Malacostraca,1,0,0
Foxiphalus similis,Arthropoda,Malacostraca,1,0,0
Amphioplus (Amphioplus) strongyloplax,Echinodermata,Ophiuroidea,1,0,0
Plotocnide borealis,Cnidaria,Hydrozoa,1,0,0
Lepas (Anatifa) hillii,Arthropoda,Thecostraca,1,0,0
Myxoderma platyacanthum,Echinodermata,Asteroidea,1,0,0
Antho (Antho) graceae,Porifera,Demospongiae,1,0,0
Trypostega claviculata,Bryozoa,Gymnolaemata,1,0,0
Cellaria mandibulata,Bryozoa,Gymnolaemata,1,0,0
Xenacanthomysis pseudomacropsis,Arthropoda,Malacostraca,1,0,0
Acanthamunnopsis milleri,Arthropoda,Malacostraca,1,0,0
Thuiaria trilateralis,Cnidaria,Hydrozoa,1,0,0
Diestothyris frontalis,Brachiopoda,Rhynchonellata,1,0,0
Macoma moesta,Mollusca,Bivalvia,1,0,0
Hataia parva,Cnidaria,Hydrozoa,1,0,0
Halecium articulosum,Cnidaria,Hydrozoa,1,0,0
Nuculana acuta,Mollusca,Bivalvia,1,0,0
Micromaldane ornithochaeta,Annelida,Polychaeta,1,0,0
Rhepoxynius bicuspidatus,Arthropoda,Malacostraca,1,0,0
Acerotisa arctica,Platyhelminthes,0,1,0,0
Paramoera suchaneki,Arthropoda,Malacostraca,1,0,0
Aricidea (Strelzovia) quadrilobata,Annelida,Polychaeta,1,0,0
Crisidia cornuta,Bryozoa,Stenolaemata,1,0,0
Cribrilaria californiensis,Bryozoa,Gymnolaemata,1,0,0
Tamanawas kalipis,Platyhelminthes,0,1,0,0
Drilonereis falcata,Annelida,Polychaeta,1,0,0
Amphicaryon ernesti,Cnidaria,Hydrozoa,1,0,0
Muusoctopus robustus,Mollusca,Cephalopoda,1,0,0
Eunice biannulata,Annelida,Polychaeta,1,0,0
Pseudochirella pacifica,Arthropoda,Copepoda,1,0,0
Polygireulima rutila,Mollusca,Gastropoda,1,0,0
Lanassa nordenskioldi,Annelida,Polychaeta,1,0,0
Agnezia septentrionalis,Chordata,Ascidiacea,1,0,0
Allorchestes rickeri,Arthropoda,Malacostraca,1,0,0
Scottocalanus persecans,Arthropoda,Copepoda,1,0,0
Gadila tolmiei,Mollusca,Scaphopoda,1,0,0
Odostomia pharcida,Mollusca,Gastropoda,1,0,0
Reginella furcata,Bryozoa,Gymnolaemata,1,0,0
Sarsamphiascus minutus,Arthropoda,Copepoda,1,0,0
Lepidasthenia natans,Annelida,Polychaeta,1,0,0
Buccinum strigillatum,Mollusca,Gastropoda,1,0,0
Cosmetirella davisii,Cnidaria,Hydrozoa,1,0,0
Euphysa tentaculata,Cnidaria,Hydrozoa,1,0,0
Amphinema dinema,Cnidaria,Hydrozoa,1,0,0
Byblis gaimardii,Arthropoda,Malacostraca,1,0,0
Schizoporella obesa,Bryozoa,Gymnolaemata,1,0,0
Lirobittium quadrifilatum,Mollusca,Gastropoda,1,0,0
Thliptodon diaphanus,Mollusca,Gastropoda,1,0,0
Dendrochiton semiliratus,Mollusca,Polyplacophora,1,0,0
Bicrisia edwardsiana,Bryozoa,Stenolaemata,1,0,0
Baicalellia solaris,Platyhelminthes,0,1,0,0
Metridia curticauda,Arthropoda,Copepoda,1,0,0
Streblospio benedicti,Annelida,Polychaeta,1,0,0
Acartia (Acartia) danae,Arthropoda,Copepoda,1,0,0
Euchirella bitumida,Arthropoda,Copepoda,1,0,0
Scabrotrophon stuarti,Mollusca,Gastropoda,1,0,0
Hediste limnicola,Annelida,Polychaeta,1,0,0
Myxilla (Myxilla) austini,Porifera,Demospongiae,1,0,0
Earleria purpurea,Cnidaria,Hydrozoa,1,0,0
Bradyidius similis,Arthropoda,Copepoda,1,0,0
Eurytemora affinis,Arthropoda,Copepoda,1,0,0
Myriochele heeri,Annelida,Polychaeta,1,0,0
Astarte borealis,Mollusca,Bivalvia,1,0,0
Copidozoum adamantum,Bryozoa,Gymnolaemata,1,0,0
Calliopius laeviusculus,Arthropoda,Malacostraca,1,0,0
Diastylis dalli,Arthropoda,Malacostraca,1,0,0
Garveia gracilis,Cnidaria,Hydrozoa,1,0,0
Pentamera calcigera,Echinodermata,Holothuroidea,1,0,0
Nephasoma (Nephasoma) eremita,Annelida,0,1,0,0
Callipallene pacifica,Arthropoda,Pycnogonida,1,0,0
Heterolaophonte discophora,Arthropoda,Copepoda,1,0,0
Anatoma crispata,Mollusca,Gastropoda,1,0,0
Arietellus simplex,Arthropoda,Copepoda,1,0,0
Janiralata solasteri,Arthropoda,Malacostraca,1,0,0
Aegisthus mucronatus,Arthropoda,Copepoda,1,0,0
Sige bifoliata,Annelida,Polychaeta,1,0,0
Amphiura polyacantha,Echinodermata,Ophiuroidea,1,0,0
Pionosyllis magnifica,Annelida,Polychaeta,1,0,0
Calanus helgolandicus,Arthropoda,Copepoda,1,0,0
Propebela turricula,Mollusca,Gastropoda,1,0,0
Neohela monstrosa,Arthropoda,Malacostraca,1,0,0
Echinoderes kozloffi,Kinorhyncha,Cyclorhagida,1,0,0
Pseudeuchaeta brevicauda,Arthropoda,Copepoda,1,0,0
Chiridota laevis,Echinodermata,Holothuroidea,1,0,0
Turbonilla chocolata,Mollusca,Gastropoda,1,0,0
Dictyocladium flabellum,Cnidaria,Hydrozoa,1,0,0
Themiste (Themiste) pyroides,Annelida,0,1,0,0
Neadmete circumcincta,Mollusca,Gastropoda,1,0,0
Caesia perpinguis,Mollusca,Gastropoda,1,0,0
Leuckartiara octona,Cnidaria,Hydrozoa,1,1,1
Mesochra pygmaea,Arthropoda,Copepoda,1,0,0
Lebbeus vicinus,Arthropoda,Malacostraca,1,0,0
Cladocarpus vancouverensis,Cnidaria,Hydrozoa,1,0,0
Lepas (Anatifa) anatifera,Arthropoda,Thecostraca,1,0,0
Paraeuchaeta norvegica,Arthropoda,Copepoda,1,0,0
Hyperoche mediterranea,Arthropoda,Malacostraca,1,0,0
Marionina appendiculata,Annelida,Clitellata,1,0,0
Barentsia benedeni,Entoprocta,0,1,0,0
Akatopora tincta,Bryozoa,Gymnolaemata,1,0,0
Buskia nitens,Bryozoa,Gymnolaemata,1,0,0
Chiridota nanaimensis,Echinodermata,Holothuroidea,1,0,0
Gaetanus brevispinus,Arthropoda,Copepoda,1,0,0
Euchone arenae,Annelida,Polychaeta,1,0,0
Halecium muricatum,Cnidaria,Hydrozoa,1,0,0
Eucalanus californicus,Arthropoda,Copepoda,1,0,0
Caryophyllia (Caryophyllia) alaskensis,Cnidaria,Anthozoa,1,0,0
Coryne eximia,Cnidaria,Hydrozoa,1,0,0
Metridia princeps,Arthropoda,Copepoda,1,0,0
Orthoconchoecia striola,Arthropoda,Ostracoda,1,0,0
Lissodendoryx (Lissodendoryx) amaknakensis,Porifera,Demospongiae,1,0,0
Aricidea (Aedicira) pacifica,Annelida,Polychaeta,1,0,0
Brisaster fragilis,Echinodermata,Echinoidea,1,0,0
Nuttallia nuttallii,Mollusca,Bivalvia,1,0,0
Syllis anops,Annelida,Polychaeta,1,0,0
Rhamphostomella plicata,Bryozoa,Gymnolaemata,1,0,0
Cumella (Cumella) californica,Arthropoda,Malacostraca,1,0,0
Peltogasterella gracilis,Arthropoda,Thecostraca,1,0,0
Rhynchozoon tubulosum,Bryozoa,Gymnolaemata,1,0,0
Eranno lagunae,Annelida,Polychaeta,1,0,0
Parasabella rugosa,Annelida,Polychaeta,1,0,0
Neocalanus tonsus,Arthropoda,Copepoda,1,0,0
Loxosomella vancouverensis,Entoprocta,0,1,0,0
Crassicorophium crassicorne,Arthropoda,Malacostraca,1,0,0
Conchoecetta giesbrechti,Arthropoda,Ostracoda,1,0,0
Sertularella conica,Cnidaria,Hydrozoa,1,0,0
Pomocellaria varians,Bryozoa,Gymnolaemata,1,0,0
Brisinga synaptoma,Echinodermata,Asteroidea,1,0,0
Paraphronima crassipes,Arthropoda,Malacostraca,1,0,0
Vibilia propinqua,Arthropoda,Malacostraca,1,0,0
Oenopota harpa,Mollusca,Gastropoda,1,0,0
Undeuchaeta intermedia,Arthropoda,Copepoda,1,0,0
Chone gracilis,Annelida,Polychaeta,1,0,0
Pleuromamma quadrungulata,Arthropoda,Copepoda,1,0,0
Rhincalanus nasutus,Arthropoda,Copepoda,1,0,0
Tiaropsidium kelseyi,Cnidaria,Hydrozoa,1,0,0
Hydrodendron corrugatum,Cnidaria,Hydrozoa,1,0,0
Odontohenricia fisheri,Echinodermata,Asteroidea,1,0,0
Atylus borealis,Arthropoda,Malacostraca,1,0,0
Plocamiancora igzo,Porifera,Demospongiae,1,0,0
Ommastrephes bartramii,Mollusca,Cephalopoda,1,0,0
Notocomplana litoricola,Platyhelminthes,0,1,0,0
Hyboscolex pacificus,Annelida,Polychaeta,1,1,1
Turbonilla aurantia,Mollusca,Gastropoda,1,0,0
Caprella pilidigitata,Arthropoda,Malacostraca,1,0,0
Pione gibraltarensis,Porifera,Demospongiae,1,0,0
Podarkeopsis brevipalpa,Annelida,Polychaeta,1,0,0
Boreocingula martyni,Mollusca,Gastropoda,1,0,0
Pseudopallene circularis,Arthropoda,Pycnogonida,1,0,0
Forskalia edwardsii,Cnidaria,Hydrozoa,1,0,0
Microporella vibraculifera,Bryozoa,Gymnolaemata,1,0,0
Gonothyraea inornata,Cnidaria,Hydrozoa,1,0,0
Clytemnestra scutellata,Arthropoda,Copepoda,1,0,0
Mikroconchoecia acuticosta,Arthropoda,Ostracoda,1,0,0
Pleuromamma robusta,Arthropoda,Copepoda,1,0,0
Symplectoscyphus subdichotomus,Cnidaria,Hydrozoa,1,0,0
Tachidius (Tachidius) discipes,Arthropoda,Copepoda,1,0,0
Joeropsis dubia,Arthropoda,Malacostraca,1,0,0
Tecticeps pugettensis,Arthropoda,Malacostraca,1,0,0
Levinsenia oculata,Annelida,Polychaeta,1,0,0
Imogine exiguus,Platyhelminthes,0,1,0,0
Harbansus mayeri,Arthropoda,Ostracoda,1,0,0
Pelagonemertes brinkmanni,Nemertea,Hoplonemertea,1,0,0
Paraphoxus oculatus,Arthropoda,Malacostraca,1,0,0
Wecomedon longimerus,Arthropoda,Malacostraca,1,0,0
Hippothoa distans,Bryozoa,Gymnolaemata,1,0,0
Bispira elegans,Annelida,Polychaeta,1,0,0
Schizomavella (Schizomavella) auriculata,Bryozoa,Gymnolaemata,1,0,0
Amathia imbricata,Bryozoa,Gymnolaemata,1,0,0
Spiophanes duplex,Annelida,Polychaeta,1,0,0
Regioscalpellum regium,Arthropoda,Thecostraca,1,0,0
Calocalanus styliremis,Arthropoda,Copepoda,1,0,0
Proboscina incrassata,Bryozoa,Stenolaemata,1,0,0
Kylix alcyone,Mollusca,Gastropoda,1,0,0
Amphiura (Amphiura) diomedeae,Echinodermata,Ophiuroidea,1,0,0
Dissiminassa dissimilis,Arthropoda,Malacostraca,1,0,0
Halimedusa typus,Cnidaria,Hydrozoa,1,0,0
Ekmania diomedeae,Echinodermata,Holothuroidea,1,0,0
Ptilocrinus (Ptilocrinus) pinnatus,Echinodermata,Crinoidea,1,0,0
Arcteobia spinelytris,Annelida,Polychaeta,1,0,0
Diopatra hupferiana,Annelida,Polychaeta,1,0,0
Mangelia carlottae,Mollusca,Gastropoda,1,0,0
Centropages bradyi,Arthropoda,Copepoda,1,0,0
Mitromorpha carpenteri,Mollusca,Gastropoda,1,0,0
Turbonilla lyalli,Mollusca,Gastropoda,1,0,0
Paramoera columbiana,Arthropoda,Malacostraca,1,0,0
Bugulina avicularia,Bryozoa,Gymnolaemata,1,0,0
Mycale (Mycale) macginitiei,Porifera,Demospongiae,1,0,0
Halichondria (Halichondria) oblonga,Porifera,Demospongiae,1,0,0
Lumbricillus pagenstecheri,Annelida,Clitellata,1,0,0
Odostomia capitana,Mollusca,Gastropoda,1,0,0
Byblis thyabilis,Arthropoda,Malacostraca,1,0,0
Turritopsis nutricula,Cnidaria,Hydrozoa,1,0,0
Raricirrus maculatus,Annelida,Polychaeta,1,0,0
Mycale (Aegogropila) bamfieldensis,Porifera,Demospongiae,1,0,0
Clathria (Microciona) primitiva,Porifera,Demospongiae,1,0,0
Higginsium cataphractum,Kinorhyncha,Allomalorhagida,1,0,0
Flustrellidra cervicornis,Bryozoa,Gymnolaemata,1,0,0
Sige sigeformis,Annelida,Polychaeta,1,0,0
Cauloramphus brunea,Bryozoa,Gymnolaemata,1,0,0
Cauloramphus spiniferum,Bryozoa,Gymnolaemata,1,0,0
Vibilia australis,Arthropoda,Malacostraca,1,0,0
Sertularella tanneri,Cnidaria,Hydrozoa,1,0,0
Pacifoculodes spinipes,Arthropoda,Malacostraca,1,0,0
Sertularia carolinensis,Cnidaria,Hydrozoa,1,0,0
Pentidotea aculeata,Arthropoda,Malacostraca,1,0,0
Pleuromamma gracilis,Arthropoda,Copepoda,1,0,0
Mangelia sculpturata,Mollusca,Gastropoda,1,0,0
Cauloramphus variegatus,Bryozoa,Gymnolaemata,1,0,0
Halecium mirabile,Cnidaria,Hydrozoa,1,0,0
Metridia brevicauda,Arthropoda,Copepoda,1,0,0
Neoleprea macrocercus,Annelida,Polychaeta,1,0,0
Beringius kennicottii,Mollusca,Gastropoda,1,0,0
Clio pyramidata,Mollusca,Gastropoda,1,0,0
Cistenides brevicoma,Annelida,Polychaeta,1,0,0
Laticorophium baconi,Arthropoda,Malacostraca,1,0,0
Tonicella marmorea,Mollusca,Polyplacophora,1,0,0
Paracalanus quasimodo,Arthropoda,Copepoda,1,0,0
Subeucalanus monachus,Arthropoda,Copepoda,1,0,0
Merona cornucopiae,Cnidaria,Hydrozoa,1,0,0
Odostomia cassandra,Mollusca,Gastropoda,1,0,0
Tripoplax abyssicola,Mollusca,Polyplacophora,1,0,0
Desmacella hyalina,Porifera,Demospongiae,1,0,0
Americhelidium variabilum,Arthropoda,Malacostraca,1,0,0
Onychocamptus mohammed,Arthropoda,Copepoda,1,0,0
Parapagurus pilosimanus,Arthropoda,Malacostraca,1,0,0
Kirkegaardia serratiseta,Annelida,Polychaeta,1,0,0
Rhepoxynius heterocuspidatus,Arthropoda,Malacostraca,1,0,0
Semiodera inflata,Annelida,Polychaeta,1,1,1
Tegella arctica,Bryozoa,Gymnolaemata,1,0,0
Chaceia ovoidea,Mollusca,Bivalvia,1,0,0
Pontoporeia femorata,Arthropoda,Malacostraca,1,0,0
Deflexilodes enigmaticus,Arthropoda,Malacostraca,1,0,0
Desmacystis sandalia,Bryozoa,Gymnolaemata,1,0,0
Ceratopera cascadiensis,Platyhelminthes,0,1,0,0
Dyopedos bispinis,Arthropoda,Malacostraca,1,0,0
Glycera macrobranchia,Annelida,Polychaeta,1,0,0
Themisto libellula,Arthropoda,Malacostraca,1,0,0
Littoraria irrorata,Mollusca,Gastropoda,1,0,0
Pycnophyes sanjuanensis,Kinorhyncha,Allomalorhagida,1,0,0
Neptunea middendorffiana,Mollusca,Gastropoda,1,0,0
Muggiaea kochii,Cnidaria,Hydrozoa,1,0,0
Sabaco elongatus,Annelida,Polychaeta,1,0,0
Megacalanus princeps,Arthropoda,Copepoda,1,0,0
Eirene mollis,Cnidaria,Hydrozoa,1,0,0
Aphelochaeta multifilis,Annelida,Polychaeta,1,0,0
Aetideus bradyi,Arthropoda,Copepoda,1,0,0
Maculaura alaskensis,Nemertea,Pilidiophora,1,0,0
Ariadnaria borealis,Mollusca,Gastropoda,1,0,0
Ampelisca brachycladus,Arthropoda,Malacostraca,1,0,0
Marionina sjaelandica,Annelida,Clitellata,1,0,0
Odostomia oregonensis,Mollusca,Gastropoda,1,0,0
Eudistoma psammion,Chordata,Ascidiacea,1,0,0
Molgula occulta,Chordata,Ascidiacea,1,0,0
Cirratulus robustus,Annelida,Polychaeta,1,0,0
Crisularia harmsworthi,Bryozoa,Gymnolaemata,1,0,0
Clytia lomae,Cnidaria,Hydrozoa,1,0,0
Vesicomya galatheae,Mollusca,Bivalvia,1,0,0
Plagioecia sarniensis,Bryozoa,Stenolaemata,1,0,0
Munidion parvum,Arthropoda,Malacostraca,1,0,0
Serratosagitta bierii,Chaetognatha,Sagittoidea,1,0,0
Odostomia skidegatensis,Mollusca,Gastropoda,1,0,0
Hartlaubella gelatinosa,Cnidaria,Hydrozoa,1,0,0
Saduria entomon,Arthropoda,Malacostraca,1,0,0
Ophioscolex corynetes,Echinodermata,Ophiuroidea,1,0,0
Monactis vestita,Cnidaria,Anthozoa,1,0,0
Sperosoma giganteum,Echinodermata,Echinoidea,1,0,0
Lissodendoryx (Lissodendoryx) firma,Porifera,Demospongiae,1,0,0
Ariadnaria insignis,Mollusca,Gastropoda,1,0,0
Odostomia cypria,Mollusca,Gastropoda,1,0,0
Eugyra arenosa,Chordata,Ascidiacea,1,0,0
Callogorgia kinoshitai,Cnidaria,Anthozoa,1,0,0
Baicalellia daftpunka,Platyhelminthes,0,1,0,0
Ectyonopsis hartmani,Porifera,Demospongiae,1,0,0
Hincksina velata,Bryozoa,Gymnolaemata,1,0,0
Monoculodes perditus,Arthropoda,Malacostraca,1,0,0
Molpadia musculus,Echinodermata,Holothuroidea,1,0,0
Stylaster californicus,Cnidaria,Hydrozoa,1,0,0
Hippoporella nitescens,Bryozoa,Gymnolaemata,1,0,0
Paracallisoma alberti,Arthropoda,Malacostraca,1,0,0
Lissodendoryx (Lissodendoryx) littoralis,Porifera,Demospongiae,1,0,0
Calcigorgia beringi,Cnidaria,Anthozoa,1,0,0
Bushiella (Bushiella) verruca,Annelida,Polychaeta,1,0,0
Schwartziella newcombei,Mollusca,Gastropoda,1,0,0
Hippothoa expansa,Bryozoa,Gymnolaemata,1,0,0
Echinoderes pennaki,Kinorhyncha,Cyclorhagida,1,0,0
Grappleria corona,Platyhelminthes,0,1,0,0
Hydrodendron gracilis,Cnidaria,Hydrozoa,1,0,0
Eurytemora americana,Arthropoda,Copepoda,1,0,0
Tubulanus pellucidus,Nemertea,Palaeonemertea,1,0,0
Granotoma krausei,Mollusca,Gastropoda,1,0,0
Salacia fraseri,Cnidaria,Hydrozoa,1,0,0
Synidotea cornuta,Arthropoda,Malacostraca,1,0,0
Buccinum ampullaceum,Mollusca,Gastropoda,1,0,0
Patinella verrucaria,Bryozoa,Stenolaemata,1,0,0
Atylus georgianus,Arthropoda,Malacostraca,1,0,0
Halecium halecinum,Cnidaria,Hydrozoa,1,0,0
Synidotea consolidata,Arthropoda,Malacostraca,1,0,0
Iophon rayae,Porifera,Demospongiae,1,0,0
Schizotheca fissurella,Bryozoa,Gymnolaemata,1,0,0
Tegella unicornis,Bryozoa,Gymnolaemata,1,0,0
Eusarsiella zostericola,Arthropoda,Ostracoda,1,0,0
Orientobdella confluens,Annelida,Clitellata,1,0,0
Scina rattrayi,Arthropoda,Malacostraca,1,0,0
Otocelis luteola,Xenacoelomorpha,0,1,0,0
Dipolydora giardi,Annelida,Polychaeta,1,0,0
Phronima atlantica,Arthropoda,Malacostraca,1,0,0
Pseudopolinices nanus,Mollusca,Gastropoda,1,0,0
Synidotea media,Arthropoda,Malacostraca,1,0,0
Crinolamia ptilocrinicola,Mollusca,Gastropoda,1,0,0
Sertularella pinnata,Cnidaria,Hydrozoa,1,0,0
Tripyloides gracilis,Nematoda,Enoplea,1,0,0
Bonneviella regia,Cnidaria,Hydrozoa,1,0,0
Amphicteis glabra,Annelida,Polychaeta,1,0,0
Travisia gigas,Annelida,Polychaeta,1,0,0
Eunice websteri,Annelida,Polychaeta,1,0,0
Astrotorhynchus intermedius,Platyhelminthes,0,1,0,0
Thysanopoda acutifrons,Arthropoda,Malacostraca,1,0,0
Allantactis parasitica,Cnidaria,Anthozoa,1,0,0
Limipolycystis castelinae,Platyhelminthes,0,1,0,0
Pseudochirella obtusa,Arthropoda,Copepoda,1,0,0
Echinoderes kohni,Kinorhyncha,Cyclorhagida,1,0,0
Lagenicella neosocialis,Bryozoa,Gymnolaemata,1,0,0
Carinomella lactea,Nemertea,Palaeonemertea,1,0,0
Tampaella meropsis,Mollusca,Bivalvia,1,0,0
Farrea schulzei,Porifera,Hexactinellida,1,0,0
Vilasina vernicosa,Mollusca,Bivalvia,1,0,0
Nannopus palustris,Arthropoda,Copepoda,1,0,0
Mycale (Carmia) richardsoni,Porifera,Demospongiae,1,0,0
Euchirella pulchra,Arthropoda,Copepoda,1,0,0
Columbiaemysis ignota,Arthropoda,Malacostraca,1,0,0
Spirorbis (Spirorbis) spirorbis,Annelida,Polychaeta,1,0,0
Clausocalanus arcuicornis,Arthropoda,Copepoda,1,0,0
Crisia denticulata,Bryozoa,Stenolaemata,1,0,0
Leptasterias hylodes,Echinodermata,Asteroidea,1,0,0
Latisipho halibrectus,Mollusca,Gastropoda,1,0,0
Astrolabia furcata,Cnidaria,Hydrozoa,1,0,0
Bugulina stolonifera,Bryozoa,Gymnolaemata,1,0,0
Rhynchozoon rostratum,Bryozoa,Gymnolaemata,1,0,0
Ceramaster granularis,Echinodermata,Asteroidea,1,0,0
Magelona pitelkai,Annelida,Polychaeta,1,0,0
Aglaophenia diegensis,Cnidaria,Hydrozoa,1,0,0
Paulodora artoisi,Platyhelminthes,0,1,0,0
Pseudochirella cryptospina,Arthropoda,Copepoda,1,0,0
Pandalus montagui,Arthropoda,Malacostraca,1,0,0
Turbonilla barkleyensis,Mollusca,Gastropoda,1,0,0
Curtitoma violacea,Mollusca,Gastropoda,1,0,0
Williamia peltoides,Mollusca,Gastropoda,1,0,0
Bathypallenopsis profundis,Arthropoda,Pycnogonida,1,0,0
Tedania (Tedaniopsis) gurjanovae,Porifera,Demospongiae,1,0,0
Antho (Plocamia) lambei,Porifera,Demospongiae,1,0,0
Smittina spathulifera,Bryozoa,Gymnolaemata,1,0,0
Chama arcana,Mollusca,Bivalvia,1,0,0
Ekmania barthii,Echinodermata,Holothuroidea,1,0,0
Eunice multipectinata,Annelida,Polychaeta,1,0,0
Phascolosoma (Phascolosoma) agassizii,Annelida,0,1,0,0
Tetrastemma candidum,Nemertea,Hoplonemertea,1,0,0
Geodia agassizii,Porifera,Demospongiae,1,0,0
Astarte montagui,Mollusca,Bivalvia,1,0,0
Tachyrhynchus reticulatus,Mollusca,Gastropoda,1,0,0
Teraterythrops robustus,Arthropoda,Malacostraca,1,0,0
Ophiura (Ophiura) scutellata,Echinodermata,Ophiuroidea,1,0,0
Musellifer sublitoralis,Gastrotricha,0,1,0,0
Metaconchoecia inflata,Arthropoda,Ostracoda,1,0,0
Bansella oregonica,Annelida,Polychaeta,1,0,0
Tylodina spongotheras,Mollusca,Gastropoda,1,0,0
Barentsia gracilis,Entoprocta,0,1,0,0
Antho (Plocamia) karykina,Porifera,Demospongiae,1,0,0
Brisaster townsendi,Echinodermata,Echinoidea,1,0,0
Tomopteris cavallii,Annelida,Polychaeta,1,0,0
Hyalonema (Corynonema) populiferum,Porifera,Hexactinellida,1,0,0
Cetomya malespinae,Mollusca,Bivalvia,1,0,0
Meterythrops robustus,Arthropoda,Malacostraca,1,0,0
Pseudochama granti,Mollusca,Bivalvia,1,0,0
Haminoea hydatis,Mollusca,Gastropoda,1,0,0
Atlanta gaudichaudi,Mollusca,Gastropoda,1,0,0
Nematostella vectensis,Cnidaria,Anthozoa,1,0,0
Aaptos simplex,Porifera,Demospongiae,1,0,0
Pachymatisma johnstonia,Porifera,Demospongiae,1,0,0
Haplosyllis spongiphila,Annelida,Polychaeta,1,0,0
Pseudoamallothrix inornata,Arthropoda,Copepoda,1,0,0
Oncaea media,Arthropoda,Copepoda,1,0,0
Amblyops abbreviatus,Arthropoda,Malacostraca,1,0,0
Marphysa stylobranchiata,Annelida,Polychaeta,1,0,0
Terebellides kobei,Annelida,Polychaeta,1,0,0
Lissodendoryx (Lissodendoryx) barkleyensis,Porifera,Demospongiae,1,0,0
Protolaeospira (Protolaeospira) eximia,Annelida,Polychaeta,1,0,0
Onychocorycaeus catus,Arthropoda,Copepoda,1,0,0
Latrunculia (Latrunculia) austini,Porifera,Demospongiae,1,0,0
Antho (Acarnia) illgi,Porifera,Demospongiae,1,0,0
