Sample ID,Field ID,Museum ID,Institution Storing,Project Code,Process ID,Sample ID,Field ID,BIN,Catalog Num,tufA Seq. Length,PSBA Seq. Length,COI-5P Seq. Length,COI-5P Trace Count,ITS Seq. Length,28S Seq. Length,rbcL Seq. Length,18S Seq. Length,Image Count,Barcode Compliant,Collection Date,Identification,Institution,Notes,Phylum,Class,Order,Family,Subfamily,Genus,Species,Identifier,Identifier Email,Identification Method,Taxonomy Notes,Collectors,Collection Date,Country/Ocean,State/Province,Region,Sector,Exact Site,Lat,Lon,Elev,Depth,Elevation Precision,Depth Precision,GPS Source,Coordinate Accuracy,Event Time,Collection Date Accuracy,Habitat,Sampling Protocol,Collection Notes,Site Code,Collection Event ID
SCL16794,SCL16794,SCL16794,Private Collection of Sandra C. Lindstrom,AHAK,AHAK739-18,SCL16794,SCL16794,BOLD:ACP4291,SCL16794,0[n],0[n],672[1n],2,0[n],0[n],0[n],0[n],1,Yes,26-May-2017,Tokidadendron bullatum,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,Tokidadendron,Tokidadendron bullatum,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,morphology,,Sandra C. Lindstrom,26-May-2017,Canada,British Columbia,Central Coast,Calvert Island,North Beach,51.667,-128.14,,,,,,,,,,,,,
SCL17013,SCL17013,SCL17013,Private Collection of Sandra C. Lindstrom,AHAK,AHAK194-17,SCL17013,SCL17013,BOLD:ACF5746,SCL17013,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,24-Jul-2017,Delesseriaceae,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,,,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Sandra C. Lindstrom,24-Jul-2017,Canada,British Columbia,,,Smaug Point,51.6671,-128.135,,,,,,,,,bedrock,,mid intertidal,,
SCL17322,SCL17322,SCL17322,Private Collection of Sandra C. Lindstrom,AHAK,AHAK568-18,SCL17322,SCL17322,,SCL17322,0[n],0[n],372[1n],2,0[n],0[n],0[n],0[n],1,No,13-Jun-2018,Delesseriaceae,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,,,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,morphology,,Sandra C. Lindstrom,13-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,Fifth Beach site,51.641,-128.157,,,,,,,,,low intertidal,,,,
SCL17220,SCL17220,SCL17220,Private Collection of Sandra C. Lindstrom,AHAK,AHAK338-17,SCL17220,SCL17220,,SCL17220,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,01-Aug-2017,Delesseriaceae,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,,,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Andy Lamb,01-Aug-2017,Canada,British Columbia,,,North Beach,51.6671,-128.14,,2.7,,,,,,,"on Pterygophora stipe, on cobble",,subtidal,,
SCL17164,SCL17164,SCL17164,Private Collection of Sandra C. Lindstrom,AHAK,AHAK312-17,SCL17164,SCL17164,,SCL17164,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],2,Yes,31-Jul-2017,Delesseriaceae,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,,,,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Andy Lamb & Aaron Galloway,31-Jul-2017,Canada,British Columbia,,,West Beach islets,51.6554,-128.142,,,,,,,,,on Pterygophora stipe; boulders in a Pterygophora californica bed with sandy patches between boulders,,subtidal,,
PTM1893,PTM1893,,"University of British Columbia, Herbarium",AHAK,AHAK1162-19,PTM1893,PTM1893,BOLD:AAB5688,,0[n],0[n],648[0n],2,0[n],0[n],0[n],0[n],2,Yes,14-Aug-2019,Leptosiphonia brodiei,"University of British Columbia, Herbarium",,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Leptosiphonia,Leptosiphonia brodiei,Alana Breitkreutz,,morphology,Additional Identifier: Jasmine Lai,"Martone Lab, University of British Columbia",14-Aug-2019,Canada,British Columbia,Discovery Islands,Quadra Island,Open Bay,50.1343,-125.194,,,,,,,,,,,,,
PTM1906,PTM1906,,"University of British Columbia, Herbarium",AHAK,AHAK1193-19,PTM1906,PTM1906,BOLD:ABU6973,,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,14-Aug-2019,Leptosiphonia brodiei,"University of British Columbia, Herbarium",,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Leptosiphonia,Leptosiphonia brodiei,Varoon Pornsinsiriruk,,morphology,Additional Identifier: Megan Fass,"Martone Lab, University of British Columbia",14-Aug-2019,Canada,British Columbia,Discovery Islands,Quadra Island,Open Bay,50.1343,-125.194,,,,,,,,,"Mid intertidal, on rock",,,,
PTM1963,PTM1963,,"University of British Columbia, Herbarium",AHAK,AHAK1120-19,PTM1963,PTM1963,BOLD:AEB9505,,0[n],0[n],550[0n],2,0[n],0[n],0[n],0[n],1,No,15-Aug-2019,Leptosiphonia brodiei,"University of British Columbia, Herbarium",,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Leptosiphonia,Leptosiphonia brodiei,Megan Fass,,morphology,,"Martone Lab, University of British Columbia",15-Aug-2019,Canada,British Columbia,Discovery Islands,Quadra Island,North of Yaculta,50.0296,-125.202,,,,,,,,,"Low intertidal, epilithic with Ulva and Acrosiphonia",,,,
SCL16521,SCL16521,UBC A92739,"University of British Columbia, Herbarium",AHAK,AHAK1351-20,SCL16521,SCL16521,BOLD:AAB1793,UBC A92739,0[n],0[n],538[0n],2,0[n],0[n],0[n],0[n],1,Yes,12-Jul-2016,Neorhodomela larix,"University of British Columbia, Herbarium",,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Neorhodomela,Neorhodomela larix,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,"morphology, habitat",,Sandra Lindstrom,12-Jul-2016,United States,Alaska,,,Cape Chiniak,57.619,-152.206,,,,,,,,,bedrock,hand collected,Depth: lower mid intertidal,,
MAL_109,MAL_109,MAL_109,Hakai Institute,AHAK,AHAK548-18,MAL_109,MAL_109,BOLD:AAB1793,MAL_109,0[n],0[n],608[0n],,0[n],0[n],0[n],0[n],,No,19-Mar-2015,Neorhodomela larix,Hakai Institute,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Neorhodomela,Neorhodomela larix,Katy R. Hind,katy_hind@hotmail.com,,,"Matt Lemay, Katy Hind, Sam Starko, Andy Loudon",19-Mar-2015,Canada,British Columbia,Central Coast,Calvert Island,West Beach,51.651,-128.143,1.3,,,,,,,,Rocky intertidal shore,,,,
PTM1980,PTM1980,,"University of British Columbia, Herbarium",AHAK,AHAK1131-19,PTM1980,PTM1980,BOLD:AAB1793,,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],2,Yes,15-Aug-2019,Neorhodomela larix,"University of British Columbia, Herbarium",,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Neorhodomela,Neorhodomela larix,Patrick T. Martone,martonelab@gmail.com,morphology,,"Martone Lab, University of British Columbia",15-Aug-2019,Canada,British Columbia,Discovery Islands,Quadra Island,North of Yaculta,50.0296,-125.202,,,,,,,,,"Low intertidal, epilithic",,,,
MAL_110,MAL_110,MAL_110,Hakai Institute,AHAK,AHAK808-18,MAL_110,MAL_110,BOLD:AAB1793,MAL_110,0[n],0[n],674[0n],2,0[n],0[n],0[n],0[n],1,Yes,20-Mar-2015,Neorhodomela larix,Hakai Institute,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Neorhodomela,Neorhodomela larix,Katy R. Hind,katy_hind@hotmail.com,morphology,,"Matt Lemay, Katy Hind, Sam Starko, Andy Loudon",20-Mar-2015,Canada,British Columbia,Central Coast,Calvert Island,"West Beach Boulders, Calvert Island",51.651,-128.143,1.3,,,,,,,,,,,,
SCL16371,SCL16371,SCL16371,Private Collection of Sandra C. Lindstrom,AHAK,AHAK712-18,SCL16371,SCL16371,,SCL16371,0[n],0[n],292[0n],2,0[n],0[n],0[n],0[n],1,No,09-Jun-2016,Neorhodomela larix,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Neorhodomela,Neorhodomela larix,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,morphology,,Sandra C. Lindstrom,09-Jun-2016,Canada,British Columbia,Central Coast,Calvert Island,Fifth Beach,51.639,-128.157,,,,,,,,,,,,,
SCL17025,SCL17025,SCL17025,Private Collection of Sandra C. Lindstrom,AHAK,AHAK203-17,SCL17025,SCL17025,,SCL17025,0[n],0[n],631[0n],2,0[n],0[n],0[n],0[n],1,Yes,25-Jul-2017,Neorhodomela oregona,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Neorhodomela,Neorhodomela oregona,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Sandra C. Lindstrom,25-Jul-2017,Canada,British Columbia,,,Fifth Beach exposed,51.6391,-128.157,,,,,,,,,tidepool,,very high intertidal,,
MAL_146,MAL_146,MAL_146,Hakai Institute,AHAK,AHAK549-18,MAL_146,MAL_146,BOLD:AAB3445,MAL_146,0[n],0[n],654[1n],,0[n],0[n],0[n],0[n],1,No,21-Mar-2015,Odonthalia floccosa,Hakai Institute,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Odonthalia,Odonthalia floccosa,Katy R. Hind,katy_hind@hotmail.com,,,"Matt Lemay, Katy Hind, Sam Starko, Andy Loudon",21-Mar-2015,Canada,British Columbia,Central Coast,Calvert Island,West Beach,51.651,-128.143,1.3,,,,,,,,Rocky intertidal shore,,,,
SCL16990,SCL16990,SCL16990,Private Collection of Sandra C. Lindstrom,AHAK,AHAK175-17,SCL16990,SCL16990,BOLD:AAB3447,SCL16990,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,23-Jul-2017,Odonthalia floccosa,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Odonthalia,Odonthalia floccosa,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Sandra C. Lindstrom,23-Jul-2017,Canada,British Columbia,,,Smaug Point,51.6671,-128.135,,,,,,,,,bedrock,,mid intertidal,,
PTM-1585,PTM-1585,A93223,"University of British Columbia, Beaty Biodiversity Museum",AHAK,AHAK007-17,PTM-1585,PTM-1585,BOLD:AAB3447,A93223,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],2,Yes,26-Jul-2017,Odonthalia floccosa f. comosa,"University of British Columbia, Beaty Biodiversity Museum",On mussel,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Odonthalia,Odonthalia floccosa f. comosa,Patrick T. Martone,martonelab@gmail.com,,,Patrick T. Martone,26-Jul-2017,Canada,British Columbia,,,"North Beach Bench, Calvert Island",51.6654,-128.135,,,,,,,,,mid intertidal,,,AHAK13,
SCL15962,SCL15962,A92920,"University of British Columbia, Beaty Biodiversity Museum",AHAK,AHAK929-19,SCL15962,SCL15962,BOLD:ACJ6139,A92920,0[n],0[n],620[0n],2,0[n],0[n],0[n],0[n],1,Yes,07-Apr-2016,Odonthalia kamtschatica,"University of British Columbia, Beaty Biodiversity Museum",,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Odonthalia,Odonthalia kamtschatica,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,morphology,,Sandra C. Lindstrom,07-Apr-2016,United States,Alaska,,,Shaman Island,58.3039,-134.684,,,,,,,,,low intertidal bedrock,,,,
SCL16189,SCL16189,A92597,"University of British Columbia, Beaty Biodiversity Museum",AHAK,AHAK949-19,SCL16189,SCL16189,BOLD:ACS0922,A92597,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,23-May-2016,Odonthalia kamtschatica,"University of British Columbia, Beaty Biodiversity Museum",,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Odonthalia,Odonthalia kamtschatica,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,morphology,,Sandra C. Lindstrom,23-May-2016,United States,Alaska,,,Chignik Bay,56.3204,-158.349,,,,,,,,,low intertidal bedrock,,,,
MAL_275,MAL_275,MAL_275,Hakai Institute,AHAK,AHAK550-18,MAL_275,MAL_275,BOLD:AAB2480,MAL_275,0[n],0[n],658[1n],,0[n],0[n],0[n],0[n],1,No,22-Mar-2015,Osmundea spectabilis,Hakai Institute,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Osmundea,Osmundea spectabilis,Katy R. Hind,katy_hind@hotmail.com,,,"Matt Lemay, Katy Hind, Sam Starko, Andy Loudon",22-Mar-2015,Canada,British Columbia,Central Coast,Calvert Island,West Beach,51.651,-128.143,1.3,,,,,,,,Rocky intertidal shore,,,,
SCL17323,SCL17323,SCL17323,Private Collection of Sandra C. Lindstrom,AHAK,AHAK569-18,SCL17323,SCL17323,BOLD:ACC6539,SCL17323,0[n],0[n],547[3n],2,0[n],0[n],0[n],0[n],1,No,13-Jun-2018,Polyostea robusta,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Polyostea,Polyostea robusta,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,morphology,,Sandra C. Lindstrom,13-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,Fifth Beach site,51.641,-128.157,,,,,,,,,low intertidal,,,,
SCL17356,SCL17356,SCL17356,Private Collection of Sandra C. Lindstrom,AHAK,AHAK594-18,SCL17356,SCL17356,BOLD:AAB5688,SCL17356,0[n],0[n],665[0n],2,0[n],0[n],0[n],0[n],1,Yes,16-Jun-2018,Polysiphonia brodiei,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Polysiphonia,Polysiphonia brodiei,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,morphology,cf.,Sandra C. Lindstrom,16-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,North Beach east,51.665,-128.135,,,,,,,,,low intertidal,,,,
SCL17009,SCL17009,SCL17009,Private Collection of Sandra C. Lindstrom,AHAK,AHAK191-17,SCL17009,SCL17009,BOLD:AAB5688,SCL17009,0[n],0[n],625[0n],2,0[n],0[n],0[n],0[n],1,Yes,24-Jul-2017,Polysiphonia hendryi,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Polysiphonia,Polysiphonia hendryi,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Sandra C. Lindstrom,24-Jul-2017,Canada,British Columbia,,,North Beach West,51.6636,-128.144,,,,,,,,,on cystocarpic Gracilariopsis andersonii,,low intertidal,,
PTM1903,PTM1903,,"University of British Columbia, Herbarium",AHAK,AHAK1163-19,PTM1903,PTM1903,BOLD:AAB5688,,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,14-Aug-2019,Polysiphonia hendryi var. gardneri,"University of British Columbia, Herbarium",,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Polysiphonia,Polysiphonia hendryi var. gardneri,Soren Huber,saladsoren@gmail.com,morphology,,"Martone Lab, University of British Columbia",14-Aug-2019,Canada,British Columbia,Discovery Islands,Quadra Island,Open Bay,50.1343,-125.194,,,,,,,,,"HIgh intertidal, on rock",,,,
SCL17162,SCL17162,SCL17162,Private Collection of Sandra C. Lindstrom,AHAK,AHAK311-17,SCL17162,SCL17162,BOLD:ACC8916,SCL17162,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,31-Jul-2017,Polysiphonia pacifica,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Polysiphonia,Polysiphonia pacifica,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Andy Lamb & Aaron Galloway,31-Jul-2017,Canada,British Columbia,,,Kelpie Point,51.7336,-127.997,,,,,,,,,on shell,,subtidal,,
PTM-1643,PTM-1643,A93280,"University of British Columbia, Beaty Biodiversity Museum",AHAK,AHAK065-17,PTM-1643,PTM-1643,BOLD:ACC8916,A93280,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,30-Jul-2017,Polysiphonia pacifica,"University of British Columbia, Beaty Biodiversity Museum",,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Polysiphonia,Polysiphonia pacifica,Patrick T. Martone,martonelab@gmail.com,,,Zac Montieth,30-Jul-2017,Canada,British Columbia,,,"Rattenbury Island, Hakai",51.7012,-128.074,,6.5,,,,,,,Subtidal,,,XHAK2,
PTM1925,PTM1925,,"University of British Columbia, Herbarium",AHAK,AHAK1147-19,PTM1925,PTM1925,BOLD:ABU6973,,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,14-Aug-2019,Polysiphonia pacifica var. disticha,"University of British Columbia, Herbarium",,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Polysiphonia,Polysiphonia pacifica var. disticha,Jennifer Clark,,morphology,,"Martone Lab, University of British Columbia",14-Aug-2019,Canada,British Columbia,Discovery Islands,Quadra Island,Open Bay,50.1343,-125.194,,,,,,,,,"Mid upper intertidal, on rock",,,,
SCL17486,SCL17486,,Private Collection of Sandra C. Lindstrom,AHAK,AHAK1207-19,SCL17486,SCL17486,BOLD:AAB5688,,0[n],0[n],627[0n],2,0[n],0[n],0[n],0[n],1,Yes,06-Jun-2019,Polysiphonia paniculata,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Polysiphonia,Polysiphonia paniculata,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,"habitat, morphology",,Sandra C. Lindstrom,06-Jun-2019,Canada,British Columbia,Central Coast,Calvert Island,North Beach west,,,,,,,,,,,low intertidal,,,,
SCL17400,SCL17400,SCL17400,Private Collection of Sandra C. Lindstrom,AHAK,AHAK633-18,SCL17400,SCL17400,BOLD:AAB5688,SCL17400,0[n],0[n],638[0n],2,0[n],0[n],0[n],0[n],1,Yes,25-Jun-2018,Polysiphonia paniculata,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Polysiphonia,Polysiphonia paniculata,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,morphology,cf.,Gustav Paulay,25-Jun-2018,Canada,British Columbia,Central Coast,Calvert Island,Choked Pass,,,,4,,,,,,,subtidal,,,,
SCL17006,SCL17006,SCL17006,Private Collection of Sandra C. Lindstrom,AHAK,AHAK188-17,SCL17006,SCL17006,BOLD:AAB5688,SCL17006,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,24-Jul-2017,Polysiphonia paniculata,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Polysiphonia,Polysiphonia paniculata,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Sandra C. Lindstrom,24-Jul-2017,Canada,British Columbia,,,North Beach East,51.6643,-128.135,,,,,,,,,rock in sand,,low intertidal,,
SCL16156,SCL16156,A92578,"University of British Columbia, Beaty Biodiversity Museum",AHAK,AHAK946-19,SCL16156,SCL16156,BOLD:ADZ3304,A92578,0[n],0[n],664[0n],2,0[n],0[n],917[0n],0[n],1,Yes,22-May-2016,Polysiphonia senticulosa,"University of British Columbia, Beaty Biodiversity Museum",,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Polysiphonia,Polysiphonia senticulosa,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,morphology,,Sandra C. Lindstrom,22-May-2016,United States,Alaska,,,Castle Bay,56.2362,-158.312,,,,,,,,,lower mid intertidal rock,,,,
PTM1935,PTM1935,,"University of British Columbia, Herbarium",AHAK,AHAK1153-19,PTM1935,PTM1935,BOLD:ABU6973,,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,14-Aug-2019,Polysiphonia stricta,"University of British Columbia, Herbarium",,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Polysiphonia,Polysiphonia stricta,Patrick T. Martone,martonelab@gmail.com,morphology,,"Martone Lab, University of British Columbia",14-Aug-2019,Canada,British Columbia,Discovery Islands,Quadra Island,Open Bay,50.1343,-125.194,,,,,,,,,"Epithilic, supralittoral tidepool",,,,
PTM1777,PTM1777,,"University of British Columbia, Beaty Biodiversity Museum, Herbarium",AHAK,AHAK1036-19,PTM1777,PTM1777,BOLD:AAO7925,,0[n],0[n],589[0n],2,0[n],0[n],0[n],0[n],1,No,25-May-2019,Polysiphonia,"University of British Columbia, Beaty Biodiversity Museum, Herbarium",,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Polysiphonia,,Lauran Liggan,,morphology,,"Derek VanMaanen, Kyle Hall",25-May-2019,Canada,British Columbia,Central Coast,Stirling Island,Nalau Pass,51.7843,-128.101,,7.5,,2.5,,,,,rock wall,hand collected by SCUBA,,,DS-0542
SCL17604,SCL17604,,Private Collection of Sandra C. Lindstrom,AHAK,AHAK1379-20,SCL17604,SCL17604,BOLD:ABY4931,,0[n],0[n],633[0n],2,0[n],0[n],0[n],0[n],1,Yes,04-Aug-2019,Polysiphonia,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Polysiphonia,,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,"morphology, habitat",,Sandra Lindstrom,04-Aug-2019,United States,Alaska,,,Kinzarof Lagoon,55.294,-162.664,,,,,,,,,epiphytic on drift Zostera marina,hand collected,,,
SCL17591,SCL17591,,Private Collection of Sandra C. Lindstrom,AHAK,AHAK1378-20,SCL17591,SCL17591,BOLD:AEC9081,,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,02-Aug-2019,Polysiphonia,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Polysiphonia,,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,"morphology, habitat",,Sandra Lindstrom,02-Aug-2019,United States,Alaska,,,Cold Bay,55.199,-162.699,,,,,,,,,epiphytic on Stephanocystis geminata,hand collected,Depth: low intertidal,,
SCL17062,SCL17062,SCL17062,Private Collection of Sandra C. Lindstrom,AHAK,AHAK235-17,SCL17062,SCL17062,BOLD:AAC7535,SCL17062,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,26-Jul-2017,Pterosiphonia dendroidea,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Pterosiphonia,Pterosiphonia dendroidea,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Ondine Pontier & Tanya Prinzing,26-Jul-2017,Canada,British Columbia,,,West Beach Boulder site,51.6492,-128.152,,3,,,,,,,Macrocystis bed,,subtidal,,
SCL17620,SCL17620,,Private Collection of Sandra C. Lindstrom,AHAK,AHAK1381-20,SCL17620,SCL17620,BOLD:AAA7078,,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,07-Aug-2019,Rhodomela tenuissima,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Rhodomela,Rhodomela tenuissima,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,"morphology, habitat",,David Ward,07-Aug-2019,United States,Alaska,,,Kinzarof Lagoon,55.297,-162.628,,,,,,,,,in rhodolith bed,hand collected,Depth: upper subtidal,,
SCL15964,SCL15964,A92932,"University of British Columbia, Beaty Biodiversity Museum",AHAK,AHAK930-19,SCL15964,SCL15964,BOLD:ACC6846,A92932,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,07-Apr-2016,Savoiea bipinnata,"University of British Columbia, Beaty Biodiversity Museum",,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Savoiea,Savoiea bipinnata,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,morphology,ID d as Pterosiphonia bipinnata in UBC,Sandra C. Lindstrom,07-Apr-2016,United States,Alaska,,,Shaman Island,58.3039,-134.684,,,,,,,,,low intertidal bedrock,,,,
PTM1944,PTM1944,,"University of British Columbia, Herbarium",AHAK,AHAK1158-19,PTM1944,PTM1944,,,0[n],0[n],218[0n],2,0[n],0[n],0[n],0[n],1,No,15-Aug-2019,Savoiea robusta,"University of British Columbia, Herbarium",,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,,Savoiea,Savoiea robusta,Soren Huber,saladsoren@gmail.com,morphology,,"Martone Lab, University of British Columbia",15-Aug-2019,Canada,British Columbia,Discovery Islands,Quadra Island,North of Yaculta,50.0296,-125.202,,,,,,,,,"Low intertidal, epilithic",,,,
SCL17109,SCL17109,SCL17109,Private Collection of Sandra C. Lindstrom,AHAK,AHAK276-17,SCL17109,SCL17109,,SCL17109,0[n],0[n],658[2n],2,0[n],0[n],0[n],0[n],1,Yes,29-Jul-2017,Griffithsia pacifica,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,,Griffithsia,Griffithsia pacifica,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Andy Lamb,29-Jul-2017,Canada,British Columbia,,,off Hakai Institute dock toward north shore of bay,51.6546,-128.129,,,,,,,,,Depth: 12-30 ,,subtidal,,
SCL17234,SCL17234,SCL17234,Private Collection of Sandra C. Lindstrom,AHAK,AHAK350-17,SCL17234,SCL17234,BOLD:AAL4423,SCL17234,0[n],0[n],539[1n],2,0[n],0[n],0[n],0[n],1,Yes,03-Aug-2017,Pleonosporium vancouverianum,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,,Pleonosporium,Pleonosporium vancouverianum,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Tanya Prinzing & Kyle Hall,03-Aug-2017,Canada,British Columbia,,,Triquet Island,51.809,-128.236,,7.1,,,,,,,"Macrocystis bed, on Desmarestia aculeata",,subtidal,,
SCL17102,SCL17102,SCL17102,Private Collection of Sandra C. Lindstrom,AHAK,AHAK269-17,SCL17102,SCL17102,BOLD:AAL4423,SCL17102,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,28-Jul-2017,Pleonosporium vancouverianum,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,,Pleonosporium,Pleonosporium vancouverianum,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,ZachMonteith & Kyle Hall,28-Jul-2017,Canada,British Columbia,,,Maey Channel ARMS site,51.6646,-128.095,,,,,,,,,on ARMS,,subtidal,,
SCL17096,SCL17096,SCL17096,Private Collection of Sandra C. Lindstrom,AHAK,AHAK264-17,SCL17096,SCL17096,BOLD:AAL4423,SCL17096,0[n],0[n],664[0n],2,0[n],0[n],0[n],0[n],1,Yes,28-Jul-2017,Pleonosporium vancouverianum,Private Collection of Sandra C. Lindstrom,,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,,Pleonosporium,Pleonosporium vancouverianum,Sandra Lindstrom,sandra.lindstrom@botany.ubc.ca,,,Kyle Hall,28-Jul-2017,Canada,British Columbia,,,Maey Channel ARMS site,51.6646,-128.095,,,,,,,,,,,subtidal,,
