accession,taxa_verbatim,found_taxa,rank,kingdom,phylum,class,order,family,genus,freshwater_only,terrestrial_only
EU126148,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501292,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AB000133,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501775,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502089,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502092,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502078,Prorocentrum sp. ES11-88,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501291,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501777,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501440,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501293,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502075,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OP004347,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502084,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
AB000134,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502067,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JQ390502,Prorocentrum texanum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502091,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502077,Prorocentrum sp. ES11-87,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502085,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502072,Prorocentrum sp. ES18-114,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502090,Prorocentrum sp. ES5-50,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502087,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501290,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501324,Scrippsiella trochoidea,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502081,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501449,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502066,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501441,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502068,Prorocentrum sp. ES18-119,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502070,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502073,Prorocentrum sp. ES18-107,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502093,Prorocentrum sp. ES5-41,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502079,Prorocentrum sp. ES8-76,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
FJ155839,Prorocentrum rhathymum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501852,uncultured Dinophysis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502074,Prorocentrum micans,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KC157608,Cryptosiphonia woodii,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
HM916399,Cryptosiphonia woodii,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
HQ544057,Cryptosiphonia woodii,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
OX044355,uncultured Polaribacter sp.,Bacteria,offtarget,Bacteria,Bacteroidota,NA,NA,NA,NA,NA,NA
MN927527,Phaeocystis globosa,Algae,offtarget,Eukaryota,Haptista,NA,NA,NA,NA,NA,NA
ON080911,Phaeocystis globosa,Algae,offtarget,Eukaryota,Haptista,NA,NA,NA,NA,NA,NA
KC732438,zooplankton environmental sample,Unknown organism,offtarget,Eukaryota,environmental samples,NA,NA,NA,NA,NA,NA
KC732443,zooplankton environmental sample,Unknown organism,offtarget,Eukaryota,environmental samples,NA,NA,NA,NA,NA,NA
KC732448,zooplankton environmental sample,Unknown organism,offtarget,Eukaryota,environmental samples,NA,NA,NA,NA,NA,NA
KC732449,zooplankton environmental sample,Unknown organism,offtarget,Eukaryota,environmental samples,NA,NA,NA,NA,NA,NA
KC732436,zooplankton environmental sample,Unknown organism,offtarget,Eukaryota,environmental samples,NA,NA,NA,NA,NA,NA
KC732444,zooplankton environmental sample,Unknown organism,offtarget,Eukaryota,environmental samples,NA,NA,NA,NA,NA,NA
KC732441,zooplankton environmental sample,Unknown organism,offtarget,Eukaryota,environmental samples,NA,NA,NA,NA,NA,NA
KC732447,zooplankton environmental sample,Unknown organism,offtarget,Eukaryota,environmental samples,NA,NA,NA,NA,NA,NA
MG922856,Fucus spiralis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MZ892918,Fucus spiralis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MN184303,Fucus vesiculosus,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
OR944632,Fucus spiralis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MN184268,Fucus spiralis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MZ892922,Fucus spiralis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LN877839,Fucus vesiculosus,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LN877851,Fucus spiralis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
EU646718,Fucus spiralis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
EU646722,Fucus spiralis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LN877873,Fucus spiralis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
NC_007683,Fucus vesiculosus,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
EU646734,Fucus spiralis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LN877865,Fucus vesiculosus,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KY682971,Fucus virsoides,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MZ892924,Fucus spiralis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
EU646736,Fucus spiralis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
EU646752,Fucus spiralis,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MN184256,Fucus serratus,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
EU646716,Fucus serratus,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LN877845,Fucus serratus,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LN877868,Fucus serratus,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
CP019334,Polaribacter sp. SA4-12,Bacteria,offtarget,Bacteria,Bacteroidota,NA,NA,NA,NA,NA,NA
CP060695,Polaribacter pectinis,Bacteria,offtarget,Bacteria,Bacteroidota,NA,NA,NA,NA,NA,NA
CP019331,Polaribacter sp. SA4-10,Bacteria,offtarget,Bacteria,Bacteroidota,NA,NA,NA,NA,NA,NA
CP150496,Polaribacter marinaquae,Bacteria,offtarget,Bacteria,Bacteroidota,NA,NA,NA,NA,NA,NA
CP061813,Polaribacter haliotis,Bacteria,offtarget,Bacteria,Bacteroidota,NA,NA,NA,NA,NA,NA
CP150663,Polaribacter haliotis,Bacteria,offtarget,Bacteria,Bacteroidota,NA,NA,NA,NA,NA,NA
CP115917,Tenacibaculum pacificus,Bacteria,offtarget,Bacteria,Bacteroidota,NA,NA,NA,NA,NA,NA
GQ501856,Gonyaulax sp. PL9-25,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501269,Parvodinium inconspicuum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501317,Scrippsiella precaria,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501855,Gonyaulacaceae sp. S4-82,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501264,Lingulodinium polyedra,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501502,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501638,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501322,Scrippsiella sweeneyae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501207,Pfiesteriaceae sp. CCMP2840,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502105,Protoperidinium cf. depressum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502104,Protoperidinium cf. depressum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502107,Protoperidinium cf. depressum,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501794,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ502043,Peridinium sp. ES18-111,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501432,uncultured Thecadinium,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KC967226,Phaeocystis globosa,Algae,offtarget,Eukaryota,Haptista,NA,NA,NA,NA,NA,NA
MT760726,Phaeocystis globosa,Algae,offtarget,Eukaryota,Haptista,NA,NA,NA,NA,NA,NA
AB000120,Phaeocystis pouchetii,Algae,offtarget,Eukaryota,Haptista,NA,NA,NA,NA,NA,NA
OZ076158,Bathycoccus prasinos,Green plant,offtarget,Eukaryota,Viridiplantae,NA,NA,NA,NA,NA,NA
KM254804,Odonthalia floccosa f. comosa,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KM254304,Odonthalia floccosa f. comosa,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
MK959571,Odonthalia floccosa,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
MH143528,Odonthalia floccosa,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KM254453,Odonthalia floccosa,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KM254276,Odonthalia floccosa,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KY572298,Rhodomela lycopodioides,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KY572795,Rhodomela lycopodioides,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KY572176,Rhodomela lycopodioides,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KY572307,Rhodomela lycopodioides,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KY572217,Rhodomela lycopodioides,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
MN335435,Rhodomela lycopodioides,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JX572076,Rhodomela lycopodioides,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KY572528,Rhodomela lycopodioides,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KY572810,Rhodomela lycopodioides,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
MN335566,Rhodomela lycopodioides,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KY572229,Rhodomela lycopodioides,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
LT548292,Rhodomela lycopodioides,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN202434,Parvamoeba rugata,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
JN202435,Parvamoeba rugata,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
KM254710,Melobesia sp. 2BC,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KM254640,Melobesia sp. 2Cal,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KM254400,Melobesia sp. 2Cal,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
MK990594,Paramoeba branchiphila,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MF140256,Neoparamoeba longipodia,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
OP429229,Neoparamoeba longipodia,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MK990588,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MN025492,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MK990585,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MK990577,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MK990590,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MK990581,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MN025476,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MN025479,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MK990592,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MN025484,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MN025482,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MK990587,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MN025478,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MN025488,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MN025481,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MK990583,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MK990591,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MK990578,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MN025490,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MK990579,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MN025487,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MK990580,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MK990584,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MK990586,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MK990582,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MN025480,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MN025483,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MK990589,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
MN025489,Paramoeba perurans,Other protist,offtarget,Eukaryota,Amoebozoa,NA,NA,NA,NA,NA,NA
KJ708767,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KM254424,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
OQ685726,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
OQ685648,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KJ708770,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
MK959575,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KJ708761,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
HQ919270,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028718,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028695,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028729,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KJ708771,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028768,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
MK959540,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
OQ685592,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
MK959569,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KJ708764,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028761,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KJ708772,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
MK959565,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
HQ919345,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028706,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
HQ919274,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
MK959559,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028741,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028696,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KF515971,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KJ708769,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KF515975,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
HQ919359,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028775,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KJ708766,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028699,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
HQ919271,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028727,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
OQ685694,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
OQ685652,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028739,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028765,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028745,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028767,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
OQ685603,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KJ708768,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
OQ685682,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028753,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028726,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
OQ685622,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028771,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JN028758,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
OQ685575,Neoporphyra perforata,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
BK029259,Caudoviricetes sp.,Viruses,offtarget,Viruses,Duplodnaviria,NA,NA,NA,NA,NA,NA
GQ501922,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501982,uncultured Kareniaceae,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
HE610721,Hematodinium sp.,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
HE610742,Hematodinium sp.,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
HE610766,Hematodinium sp.,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
HE610769,Hematodinium sp.,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
JX969738,Incendia cryptotricha,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
GQ501769,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501795,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
GQ501699,uncultured dinoflagellate,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KJ671728,Chaetoceros sp. 19 LG-2014,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MW413903,Stephanopyxis turris,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KJ671746,Stephanopyxis turris,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
KP099574,Gelidiella acerosa,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KM254824,Peyssonnelia sp. 10BC,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KM254509,Peyssonnelia sp. 10BC,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KM254773,Peyssonnelia sp. 10BC,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
HM916029,Peyssonnelia rosenvingei,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
MH308830,Peyssonnelia rosenvingei,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KM254687,Peyssonnelia sp. 1CAL,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
OR178149,Peyssonnelia sp.,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
OR178177,Peyssonnelia sp.,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KM254380,Peyssonnelia sp. 8GWS,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KM254486,Peyssonnelia sp. 11BC,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
JX969703,Peyssonnelia atropurpurea,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
OR178150,Peyssonnelia sp.,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
CP139918,Alphaproteobacteria bacterium US3C007,Bacteria,offtarget,Bacteria,Pseudomonadati,NA,NA,NA,NA,NA,NA
CP043320,Pseudomonas sp. C27(2019),Bacteria,offtarget,Bacteria,Pseudomonadati,NA,NA,NA,NA,NA,NA
LT629794,Polaribacter sp. Hel1_33_78,Bacteria,offtarget,Bacteria,Bacteroidota,NA,NA,NA,NA,NA,NA
KF280876,Acrochaetium alariae,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
GQ497300,Tuomeya americana,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
KF280875,Acrochaetium alariae,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
MT766282,Acrochaetium alariae,Algae,offtarget,Eukaryota,Rhodophyta,NA,NA,NA,NA,NA,NA
MH308732,Dictyosiphon sp. _1GWS,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
LC600337,Dictyosiphon sp. NH1,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
MH308833,Dictyosiphon sp. 1GWS,Algae,offtarget,Eukaryota,Sar,NA,NA,NA,NA,NA,NA
